,circuit,num_samples,loss,k1_trace,k2_trace,n1_trace,n2_trace,theta1_trace,theta2_trace,time
0,Dual Control,1000,0.20104359710248046,0.0002598080347255724,0.000774356207808234,2.0,2.0,1.139866034634128,1.372095896799461,47.993886947631836
1,Dual Control,1000,0.26047406757484565,0.0005905592667001753,0.0008258015547763321,2.0,2.0,2.7776230409908185,5.3322223628817715,47.993886947631836
2,Dual Control,1000,0.11630914961961861,2.9823272354704143e-05,0.0005540751896289476,2.0,2.0,2.501528219161565,5.372194206393114,47.993886947631836
3,Dual Control,1000,0.22220354625523056,0.0004643513289854063,0.00036393922653770746,2.0,2.0,5.49054989479181,6.352546970340169,47.993886947631836
4,Dual Control,1000,0.18108527215348902,1.4402890842315589e-05,0.0009929076251187323,2.0,2.0,2.2160266311897576,1.9769585808868615,47.993886947631836
5,Dual Control,1000,0.3381388348178653,0.0005897199049034394,0.0006822037616320552,2.0,2.0,6.472299842398212,5.0013223007715615,47.993886947631836
6,Dual Control,1000,0.20372476578484666,0.0002588784217076826,0.000657356667037529,2.0,2.0,5.635691938509336,2.8880832473763673,47.993886947631836
7,Dual Control,1000,0.3205268769866908,0.0005287613530166434,0.00039060947032268004,2.0,2.0,8.409931538387223,3.0797274317139727,47.993886947631836
8,Dual Control,1000,0.25128969236216003,0.00046619299643272625,0.0006857697209546,2.0,2.0,3.1883589803749826,3.874939483173077,47.993886947631836
9,Dual Control,1000,0.45557540517398915,0.0008428205017920213,0.00024039401518854666,2.0,2.0,8.889523848323853,2.386411020254723,47.993886947631836
10,Dual Control,1000,0.4636251545640186,0.0009939246507311252,0.0006979675158395506,2.0,2.0,2.671434792587304,3.056430197211487,47.993886947631836
11,Dual Control,1000,0.34266009489952864,0.0007533938503306746,0.0008336473852408871,2.0,2.0,4.511470873387264,7.9007166457221985,47.993886947631836
12,Dual Control,1000,0.13483849747491852,0.0001544212253292373,0.0005337090191786388,2.0,2.0,5.437977707612692,3.6445533207763017,47.993886947631836
13,Dual Control,1000,0.10787189463316868,0.0006575857278084599,0.0006237312863932015,2.0,2.0,1.6322446148384246,9.663384703356218,47.993886947631836
14,Dual Control,1000,0.09079725725630707,0.00031062848272308613,0.0005427248849396073,2.0,2.0,0.7929019644190567,4.6531861487621375,47.993886947631836
15,Dual Control,1000,0.12344397507433544,0.0009124737757563249,0.00035015359640015845,2.0,2.0,1.9713889447597026,9.412017712612581,47.993886947631836
16,Dual Control,1000,0.12684219813163447,0.0002999248218067083,0.00010643723308734178,2.0,2.0,6.465935585981875,5.2410209729822475,47.993886947631836
17,Dual Control,1000,0.18371660635334658,0.0006400307851087885,0.0002395456291794121,2.0,2.0,2.138150203176723,3.4583053103788246,47.993886947631836
18,Dual Control,1000,0.24543443766505316,0.0006256307120971952,0.0005950394165275514,2.0,2.0,3.66111753692765,7.524754168461011,47.993886947631836
19,Dual Control,1000,0.29832190164532424,0.0005580620432702701,0.00044073899185218587,2.0,2.0,6.574379851732533,5.3393910956979855,47.993886947631836
20,Dual Control,1000,0.13731436472367284,0.0009934984413959584,3.61206216969513e-05,2.0,2.0,8.30767911370613,8.810829690062794,47.993886947631836
21,Dual Control,1000,0.3513241663619553,0.0006182491734661942,0.0008111112560850682,2.0,2.0,6.162777552824451,5.43183236028324,47.993886947631836
22,Dual Control,1000,0.08605374158222719,0.00029891344048041103,0.00018406881106397104,2.0,2.0,3.1777828060395614,7.4285297661412715,47.993886947631836
23,Dual Control,1000,0.3817704404577018,0.0006621566573202089,0.0006211419653816256,2.0,2.0,9.001146367253915,5.3292724796506885,47.993886947631836
24,Dual Control,1000,0.07844601101030438,7.097334103469697e-05,0.0003819323990446524,2.0,2.0,9.008247631396303,7.548911963280875,47.993886947631836
25,Dual Control,1000,0.26323531489709173,0.0002929929324825444,0.000660571138604564,2.0,2.0,2.0900303627228847,0.9779865933571135,47.993886947631836
26,Dual Control,1000,0.14836514817589636,0.0001402319535126303,0.0007045928378801411,2.0,2.0,1.2932921856299324,1.6423783204146536,47.993886947631836
27,Dual Control,1000,0.41650867839224254,0.0006676089934898133,0.0005658549867750475,2.0,2.0,9.826698944542137,2.6951544469811797,47.993886947631836
28,Dual Control,1000,0.26788658407219096,0.0004833296899932084,0.000568895240790849,2.0,2.0,2.8969734498910245,2.7708039146682846,47.993886947631836
29,Dual Control,1000,0.273124968782634,0.000929935081407015,0.00014946683208075977,2.0,2.0,5.002626383466735,6.6123088169660145,47.993886947631836
30,Dual Control,1000,0.4518131968279508,0.0003088055634945534,1.0187897303764048e-06,2.0,2.0,4.981106714268345,6.946256469864998,47.993886947631836
31,Dual Control,1000,0.5588840504062862,0.0005088736416794009,0.0007357324401994917,2.0,2.0,1.511669166832879,0.12921568169751552,47.993886947631836
32,Dual Control,1000,0.3063801044201412,0.0006308806310594346,0.0002416256599528488,2.0,2.0,8.91732644985666,6.52013289754385,47.993886947631836
33,Dual Control,1000,0.07952930257270764,9.636284905778259e-05,0.00047579098823125136,2.0,2.0,5.678978550963998,9.295032377459453,47.993886947631836
34,Dual Control,1000,0.1831578897864561,0.0005137768973288435,0.000754677447018105,2.0,2.0,0.20680229188766033,5.072697878445939,47.993886947631836
35,Dual Control,1000,0.1190535586056561,0.0004688206066126053,0.0007793704777619684,2.0,2.0,0.677557851317801,3.2834544366195013,47.993886947631836
36,Dual Control,1000,0.6936190420777891,0.0009611116160477745,0.0007209009992326673,2.0,2.0,6.258913475260504,0.44741657197239465,47.993886947631836
37,Dual Control,1000,0.23151631308549328,0.000793336651835466,0.00021001107610366899,2.0,2.0,0.31142598496348,9.94375290718973,47.993886947631836
38,Dual Control,1000,0.08958286920197164,0.00019689063931586966,5.001753854262451e-05,2.0,2.0,9.135955051484315,4.317771870640091,47.993886947631836
39,Dual Control,1000,0.24065062795513859,0.0005451518995636454,0.00026062725450453483,2.0,2.0,2.0808027791771138,1.658356479525631,47.993886947631836
40,Dual Control,1000,0.5015828981597488,0.0007070013552507159,0.0008706194417967698,2.0,2.0,6.811709482978236,1.215100265213578,47.993886947631836
41,Dual Control,1000,0.33553476338066524,0.0007042342933096515,0.00023264133046073743,2.0,2.0,6.8620668851038085,4.61285253203425,47.993886947631836
42,Dual Control,1000,0.3116029148453214,0.00038652732572900606,0.0005952330066014474,2.0,2.0,1.768096343581462,0.7541899259813524,47.993886947631836
43,Dual Control,1000,0.29214778543337566,0.00050744447396062,0.0008436571766781799,2.0,2.0,7.084183974767899,7.118319560492885,47.993886947631836
44,Dual Control,1000,0.13849054582414796,0.00019752107470162136,0.0008605710584507934,2.0,2.0,3.672797641210752,5.416993587782796,47.993886947631836
45,Dual Control,1000,0.1878531829777243,0.000899036508185466,0.0008025740767842658,2.0,2.0,0.19938899043182198,8.354752583043863,47.993886947631836
46,Dual Control,1000,0.39581848011651005,0.0007425250662247491,0.0008630349562974082,2.0,2.0,5.2669517503414784,5.6267440820743415,47.993886947631836
47,Dual Control,1000,0.3739349107385526,0.0007528502792799208,0.000987554910848137,2.0,2.0,4.744097528927277,7.117067810345054,47.993886947631836
48,Dual Control,1000,0.14887332021152086,0.0001558352219702099,0.00030358711735350974,2.0,2.0,8.937736624864918,1.8898109599775508,47.993886947631836
49,Dual Control,1000,0.3560965473337577,0.0005557969932204304,0.0008813084514846959,2.0,2.0,5.083459911272251,3.0041089671222747,47.993886947631836
50,Dual Control,1000,0.278695585207614,0.0005567410050834439,0.00022823440990454944,2.0,2.0,8.807087716027743,5.77419554347845,47.993886947631836
51,Dual Control,1000,0.2670594100124766,0.0005145717937031474,0.0007502553788965862,2.0,2.0,6.210503777158348,8.618793009169393,47.993886947631836
52,Dual Control,1000,0.1028023603327336,0.0002314550236882437,5.991201988192074e-05,2.0,2.0,4.171060752118296,0.7601824671391624,47.993886947631836
53,Dual Control,1000,0.20532532032025438,0.0003336836222360084,0.0005369587519987135,2.0,2.0,9.688466431435414,7.532857742814079,47.993886947631836
54,Dual Control,1000,0.15874853869716363,5.289635213715045e-05,0.0002738196212913822,2.0,2.0,1.5542457572426818,8.147669510144661,47.993886947631836
55,Dual Control,1000,0.11789802693352182,0.0001903327299870384,6.205499643997712e-05,2.0,2.0,9.884607111131395,0.8831240951092639,47.993886947631836
56,Dual Control,1000,0.10168898375918523,0.0003380368298887579,5.02008442223054e-05,2.0,2.0,0.8661283314843843,0.8974055025451344,47.993886947631836
57,Dual Control,1000,0.167441211686114,0.0001865230785103731,0.000791733508431065,2.0,2.0,8.579879491903851,3.739329839672009,47.993886947631836
58,Dual Control,1000,0.10781360909277063,9.859797357039773e-05,0.0009444956678267251,2.0,2.0,5.231489580047937,5.356016150273939,47.993886947631836
59,Dual Control,1000,0.1234735609325883,0.00018632439139970396,0.0003897485753440089,2.0,2.0,9.593021835301872,8.491301423177028,47.993886947631836
60,Dual Control,1000,0.14057773618844868,0.0004811524346801093,0.00045623628578287973,2.0,2.0,2.9469785920110976,8.811974327748645,47.993886947631836
61,Dual Control,1000,0.06807379267562397,9.7561362497726e-05,7.08206480032037e-05,2.0,2.0,5.87977233353116,6.418653103212853,47.993886947631836
62,Dual Control,1000,0.11778865899078647,9.014410572112701e-05,0.0002773124525027472,2.0,2.0,2.4640665001669513,1.3340341721156252,47.993886947631836
63,Dual Control,1000,0.2981240248088947,0.0005835736668718277,0.00023722375406711954,2.0,2.0,4.919865894793953,2.62405506891007,47.993886947631836
