,circuit,num_samples,loss,k1_trace,k2_trace,n1_trace,n2_trace,theta1_trace,theta2_trace,time
0,Upstream Repression,10000,0.4506642859288963,0.0003510383479718276,0.0006624814290155492,2.0,2.0,0.3608207852434848,2.062729376796373,428.8068780899048
1,Upstream Repression,10000,0.783822147788124,0.0008568200054579391,0.0007164911469165273,2.0,2.0,1.8104850195289517,2.311238665594717,428.8068780899048
2,Upstream Repression,10000,0.7275039326735332,0.0007312001525542088,0.0006992593236421349,2.0,2.0,3.468161606757568,7.459233074943355,428.8068780899048
3,Upstream Repression,10000,0.28756711436766386,0.00029927743981462436,0.00025997624738334615,2.0,2.0,8.591353233690759,6.5533944639650565,428.8068780899048
4,Upstream Repression,10000,0.2879151233166816,0.00044830861334987297,0.0001451183072994556,2.0,2.0,6.964115853776768,7.217573521965678,428.8068780899048
5,Upstream Repression,10000,0.36489877988892644,0.00010036984590936086,0.0006038165909803926,2.0,2.0,9.895196832160373,4.013522404768073,428.8068780899048
6,Upstream Repression,10000,0.13275327675681362,0.0003042403370428766,5.826769617564159e-05,2.0,2.0,5.291410679365716,2.7857276558138406,428.8068780899048
7,Upstream Repression,10000,0.6152365360198903,0.0004969899118803572,0.0006842296063380897,2.0,2.0,9.46184370319955,1.5837126351085684,428.8068780899048
8,Upstream Repression,10000,0.5124725218383358,0.00044857786947357964,0.0009052134376488373,2.0,2.0,0.08575110206949756,8.976963186363056,428.8068780899048
9,Upstream Repression,10000,0.5275676746456137,0.00012992110325124682,0.0008991655761748319,2.0,2.0,4.939671675891276,2.953637468057711,428.8068780899048
10,Upstream Repression,10000,0.6912481679602595,0.0007207168116409468,0.0006254700792317851,2.0,2.0,6.015141689465758,5.113642741675408,428.8068780899048
11,Upstream Repression,10000,0.45196689972161086,9.565192243522253e-05,0.0007845210329398425,2.0,2.0,3.2080155152059624,0.34744618176801517,428.8068780899048
12,Upstream Repression,10000,0.47332556150504973,0.00011057263918935452,0.0008137128074192733,2.0,2.0,2.7423575890793708,5.843397769304309,428.8068780899048
13,Upstream Repression,10000,0.075424083550476,0.00037130343932063507,2.0685737811719963e-05,2.0,2.0,5.073538080283695,2.5235522266766757,428.8068780899048
14,Upstream Repression,10000,0.8013974881668269,0.0006279927626401883,0.0009113939413962561,2.0,2.0,9.374564582748874,4.000093479112537,428.8068780899048
15,Upstream Repression,10000,0.9329464214166364,0.0009020679879108502,0.0009068869424709041,2.0,2.0,6.533995531606157,0.3933716891329012,428.8068780899048
16,Upstream Repression,10000,0.22273928239602636,0.00013294522331657013,0.0003013973234802232,2.0,2.0,2.845007371182603,4.620116554905362,428.8068780899048
17,Upstream Repression,10000,0.49588293337875844,0.00020285990308889254,0.0007559592453738943,2.0,2.0,7.2489480919442775,9.821179860367485,428.8068780899048
18,Upstream Repression,10000,0.5494604228997207,8.612565267627767e-05,0.0009981880760716797,2.0,2.0,0.3089577314996922,1.794405762170955,428.8068780899048
19,Upstream Repression,10000,0.5873609865411544,0.00021674622710394885,0.0009227962001142893,2.0,2.0,6.332231022330658,4.323587093961452,428.8068780899048
20,Upstream Repression,10000,0.877695021157476,0.0007425819101011834,0.0009458343167563099,2.0,2.0,9.169713220258146,8.129355572845594,428.8068780899048
21,Upstream Repression,10000,0.6347443042012675,0.0005417260058730491,0.0008284385239584444,2.0,2.0,0.4506639023280971,0.29552350698619123,428.8068780899048
22,Upstream Repression,10000,0.33606898665292956,0.0001829844687783244,0.0004675121439572257,2.0,2.0,5.046242203133245,9.384649189517377,428.8068780899048
23,Upstream Repression,10000,0.21837636342148325,0.0005333240927173175,0.00019849987350343276,2.0,2.0,0.7902023975576342,4.871378306184497,428.8068780899048
24,Upstream Repression,10000,0.6531680313654541,0.0007844461994720937,0.0005545794677469699,2.0,2.0,1.567598578079553,1.7288314466324541,428.8068780899048
25,Upstream Repression,10000,0.2442057155086791,0.0004498057847589046,8.039355264473561e-05,2.0,2.0,9.596790625736748,1.659588468277792,428.8068780899048
26,Upstream Repression,10000,0.5551450692031638,0.0005872194064361064,0.0004944469904883762,2.0,2.0,6.4593159796591575,4.288579704685907,428.8068780899048
27,Upstream Repression,10000,0.5080652650453019,0.00016663806710383666,0.0008246284386260517,2.0,2.0,3.4955413996673546,5.328298789157815,428.8068780899048
28,Upstream Repression,10000,0.5960988916420774,0.0006601489150817534,0.0004990741544019088,2.0,2.0,7.751858131673131,5.278503126842547,428.8068780899048
29,Upstream Repression,10000,0.5110950628099679,0.000425517862626809,0.0005883614919154268,2.0,2.0,2.277401770954459,7.659602003376884,428.8068780899048
30,Upstream Repression,10000,0.6126599456722724,0.0006329734643912328,0.0006307585321545605,2.0,2.0,1.1135914682095414,3.6150421530393366,428.8068780899048
31,Upstream Repression,10000,0.44265608281839663,0.0004850173378242189,0.00038091571394027323,2.0,2.0,6.426088221181535,7.545854288724327,428.8068780899048
32,Upstream Repression,10000,0.17999850771152334,0.0002483365215078378,0.00024738698142113413,2.0,2.0,0.4413939898896288,2.5405040033275297,428.8068780899048
33,Upstream Repression,10000,0.13672265029002026,0.00011998584626835883,0.000140704704899467,2.0,2.0,6.76823187512628,5.508712380333944,428.8068780899048
34,Upstream Repression,10000,0.485477748064652,0.00023706204100255605,0.0007012502702835667,2.0,2.0,6.214688315717053,4.117315351343414,428.8068780899048
35,Upstream Repression,10000,0.451859716887461,9.022783161279507e-05,0.0007876116977260874,2.0,2.0,7.557087644673711,9.416689797224047,428.8068780899048
36,Upstream Repression,10000,0.30351704952947234,1.0423182473655497e-05,0.0002628724045084002,2.0,2.0,0.5848445527084707,4.54116066661866,428.8068780899048
37,Upstream Repression,10000,0.7629146757375296,0.0009646282203878122,0.0005339303422933031,2.0,2.0,6.239976504346428,5.555914145963518,428.8068780899048
