,index,Circuit,Loss,k1,k2,theta1,theta2,best_losses,best_loss_circuit
82,82,Downstream Activation,0.3450065700989886,3.7268166314988714e-06,0.0003251751665256314,2.1128851027517297,1.670578773966663,0.06789143678409412,Dual Control
83,83,Dual Control,0.19281216687895125,0.00034712019196229596,0.0009496609278063486,3.9166098724420717,6.628540408103706,0.06789143678409412,Dual Control
84,84,Upstream Repression,0.46755183634355185,0.0004428012150598528,0.0004582461968745382,9.42459824920691,7.025406757664724,0.06789143678409412,Dual Control
85,85,No Control,0.5738400824747941,0.0003756763810838396,0.0007036929162275898,5.103990539725286,8.317190440787616,0.06789143678409412,Dual Control
86,86,Dual Control,0.11586247410654604,0.0005444415906274699,0.000327263549645488,0.5300709043081607,7.7104743857718345,0.06789143678409412,Dual Control
87,87,Upstream Repression,0.23712353660490465,0.0006303263884264356,4.9779396932954644e-05,7.657999278350928,0.5293890924573259,0.06789143678409412,Dual Control
88,88,Dual Control,0.1281100118302143,0.00042489341252677356,9.684603417471036e-05,1.6866003628865909,0.7636761655818631,0.06789143678409412,Dual Control
89,89,Downstream Activation,0.20085912618443802,0.0002508933986562255,0.0005926962158081563,7.820677372015126,4.616600614838364,0.06789143678409412,Dual Control
90,90,Upstream Repression,0.721351044154294,0.0007954607018315109,0.0006127489545526156,5.914491375285442,5.648399909155582,0.06789143678409412,Dual Control
91,91,Dual Control,0.3846633187469897,0.0007472131581427952,0.00042096519579186555,4.507174534136764,3.195581277729529,0.06789143678409412,Dual Control
92,92,No Control,0.7027925969644758,0.0006261354646561929,0.000672181817547621,5.607378769633669,5.795220006344851,0.06789143678409412,Dual Control
93,93,Upstream Repression,0.3572769334731344,0.0004449577831217136,0.0002712700576937551,4.582031782464735,3.7248756846008875,0.06789143678409412,Dual Control
94,94,Dual Control,0.16196068248799197,0.0003139764134899419,0.0006783886578845964,3.3051793237937104,5.891416169596081,0.06789143678409412,Dual Control
95,95,Downstream Activation,0.9686695623729853,0.0009850343230444183,0.0008443546610634397,4.537711052031298,0.03994543325283306,0.06789143678409412,Dual Control
96,96,Upstream Repression,0.8516205522525544,0.0006440629056097459,0.0009986422914455093,7.092925286381115,2.1948371316872244,0.06789143678409412,Dual Control
97,97,Dual Control,0.08864775084032984,0.00023493763408710818,0.0001673639531364567,5.262929582284793,9.216556945167456,0.06789143678409412,Dual Control
98,98,No Control,0.34180376945407515,0.00021476078980436328,0.0004267970359416223,3.700752479440034,1.0412826854643895,0.06789143678409412,Dual Control
99,99,Dual Control,0.0998523768443145,0.00046050913306075524,6.834049649358526e-05,1.2232208942644613,7.128400481195474,0.06789143678409412,Dual Control
100,100,Upstream Repression,0.15413310525281887,7.961765963243757e-05,0.00020635018173557714,3.747201756770057,6.2340089201628,0.06789143678409412,Dual Control
101,101,Dual Control,0.34423851201582945,0.0006719912977632006,0.0005247473579143225,8.284275642114672,8.335763547464385,0.06789143678409412,Dual Control
102,102,Upstream Repression,0.19615297194856596,0.00025389498685242677,0.00017698913978618828,2.212817416641882,9.00932027783839,0.06789143678409412,Dual Control
103,103,Downstream Activation,0.45916453265007334,0.0008162085076016815,0.00015242530026243566,1.0650806924471032,6.238545216053783,0.06789143678409412,Dual Control
104,104,Dual Control,0.1508332130918452,0.00037993847209236815,0.00019702526012893644,6.9582814308852745,9.600044483646046,0.06789143678409412,Dual Control
105,105,Dual Control,0.49543966562318176,0.0005324237271481621,0.00038911612615280793,0.0032870057670950636,1.5003570539906477,0.06789143678409412,Dual Control
106,106,No Control,1.0165381563424887,0.0008980686107102427,0.000994384108653859,1.072290036254199,8.64871485221001,0.06789143678409412,Dual Control
107,107,Upstream Repression,0.25747019259774323,6.384596272490515e-05,0.0004203436633705613,8.997100061707583,4.989638576277055,0.06789143678409412,Dual Control
108,108,Dual Control,0.07486641611021996,0.00021779452591135905,0.00030591346395879364,2.5788502416624275,8.917615958521047,0.06789143678409412,Dual Control
109,109,Dual Control,0.08003047940935662,0.0001660004345458808,0.00029383805266430764,3.6013794939324892,8.110170146204192,0.06789143678409412,Dual Control
110,110,Upstream Repression,0.5666965595922353,0.0005571321275366486,0.000555273297803795,4.01562780966392,6.657695186353027,0.06789143678409412,Dual Control
111,111,Downstream Activation,0.28178346690006606,0.0004086896304632969,0.0006075687599487178,8.566637343828045,7.997320675077642,0.06789143678409412,Dual Control
112,112,Dual Control,0.06813012830078768,0.00023030000202706196,4.1206648262201974e-05,4.40510467572517,6.800253836478852,0.06789143678409412,Dual Control
113,113,No Control,0.13575266866847302,0.0001080851227002329,0.00013511999634807805,6.247514999838927,5.970746852994266,0.06789143678409412,Dual Control
114,114,Upstream Repression,0.24414766946354366,0.0003801803184638017,0.00032527161204126025,0.08696972204033315,1.168211926387177,0.06789143678409412,Dual Control
115,115,Dual Control,0.11783943685880857,6.885602978530568e-05,2.716530406862453e-05,4.361549373643574,3.95115707800645,0.06789143678409412,Dual Control
116,116,Dual Control,0.11567586208125694,0.00029613884500504466,9.907389125610346e-05,5.5335898798773,4.890286297924603,0.06789143678409412,Dual Control
117,117,Upstream Repression,0.1845203399369668,0.0002686209847653063,0.00010534644428969582,9.989496155607316,7.455299112874441,0.06789143678409412,Dual Control
118,118,Downstream Activation,0.39160228413881104,0.0005977771740428448,0.0009928978030210372,3.4822987642212153,9.942969916280628,0.06789143678409412,Dual Control
119,119,Dual Control,0.10519580951993701,4.207134565868941e-05,4.3216613220970524e-05,6.329652035937078,6.83381583326325,0.06789143678409412,Dual Control
120,120,No Control,0.624031316954976,0.0003608121248493176,0.0008215412990305747,8.965629713609863,3.7841215692062224,0.06789143678409412,Dual Control
121,121,Upstream Repression,0.8145716544719265,0.000991238394625402,0.0006788798980362436,1.3262609900628668,0.20333439691989508,0.06789143678409412,Dual Control
122,122,Dual Control,0.0922296063861676,0.00011933735501740614,0.00023614082339278367,7.508041419641469,5.701535821460946,0.06789143678409412,Dual Control
123,123,Dual Control,0.12778079302943726,0.0002666647981854405,0.00012050332945146728,9.611058478029996,7.452958861608293,0.06789143678409412,Dual Control
124,124,Upstream Repression,0.2499567647973546,0.0001377584892000616,0.0003429997944222281,5.622316111579742,3.4535360260967978,0.06789143678409412,Dual Control
125,125,Downstream Activation,0.13285488828182496,0.0001393296001487698,0.0003529645134918222,5.261688863978986,3.5450741156975645,0.06789143678409412,Dual Control
126,126,Dual Control,0.39840768961285616,0.00018713550439340573,2.2357208088428246e-06,8.375406722823437,5.338058118270947,0.06789143678409412,Dual Control
127,127,No Control,0.6569961374367075,0.0006035087069773213,0.0006079686572246043,7.5169888084099625,8.014215616181383,0.06789143678409412,Dual Control
128,128,Dual Control,0.16239662281771103,0.00038457901999601154,0.0002491221890637059,4.773756589540792,6.230488012614546,0.06789143678409412,Dual Control
129,129,Upstream Repression,0.7474992499790657,0.000915234623710139,0.0005776451164426792,2.8138562975792363,1.2476300619699612,0.06789143678409412,Dual Control
130,130,Dual Control,0.1405781165608589,1.4407642688008904e-05,0.00014815053139290567,6.355074436553499,3.1743998848712067,0.06789143678409412,Dual Control
131,131,Upstream Repression,0.9014813223054263,0.0008614569955688301,0.0008854529691961124,6.652193603369373,2.6067041136115905,0.06789143678409412,Dual Control
132,132,Downstream Activation,0.11276716067658048,0.0001151635072750207,0.00012885966913853684,6.491566338955132,2.039725045695914,0.06789143678409412,Dual Control
133,133,Dual Control,0.07669227994041343,0.00014620019249039754,0.0001917011289053727,5.229483343834064,8.533207319088229,0.06789143678409412,Dual Control
134,134,No Control,0.6933044065385513,0.0008823608075584745,0.0004179158983098407,3.3968323411518497,2.637013941307235,0.06789143678409412,Dual Control
135,135,Dual Control,0.08822210870024909,0.00032842020879865556,6.448405118066691e-05,4.174075093676988,4.293501689677774,0.06789143678409412,Dual Control
136,136,Upstream Repression,0.43685379125752843,0.0005245796942985208,1.2772722507020221e-06,8.431351956898459,9.116853600053444,0.06789143678409412,Dual Control
137,137,Dual Control,0.11237638740967634,0.0004501709652003277,0.0003345978317767974,2.0338209883836673,6.10197953649468,0.06789143678409412,Dual Control
138,138,Upstream Repression,0.17117874074365172,0.00017434870071062172,0.0001583597119352464,8.07900287683899,5.164841889633329,0.06789143678409412,Dual Control
139,139,Downstream Activation,0.2576372111864466,0.0003708085682755301,0.0005744156308597165,1.654658911114351,8.567425185783858,0.06789143678409412,Dual Control
140,140,Dual Control,0.10851457008858455,0.00026505393530733723,0.00026833024531286963,2.854941693689824,5.024408269878535,0.06789143678409412,Dual Control
141,141,No Control,0.5607710680738822,0.00027779349179642734,0.0007915348981326575,5.8394283573283685,9.895054689429129,0.06789143678409412,Dual Control
142,142,Dual Control,0.07289372124069068,6.400502949936487e-05,0.00019826935393286137,5.649832778483675,6.661143571712033,0.06789143678409412,Dual Control
143,143,Dual Control,0.07068504485076013,7.045046037158975e-05,0.00013038366142708568,5.613069333853674,6.829526161070416,0.06789143678409412,Dual Control
144,144,Dual Control,0.07626077947340897,0.00010469303048538944,3.191454398140237e-05,7.237771707695043,7.415073768420448,0.06789143678409412,Dual Control
145,145,Dual Control,0.07374364355964043,5.752216144882208e-05,0.00020366671420787285,5.725103423945989,6.69068736858596,0.06789143678409412,Dual Control
146,146,Dual Control,0.08649528515948757,0.00020211354047592773,0.00012226217163223334,6.308321884001505,7.997998103455271,0.06789143678409412,Dual Control
147,147,Dual Control,0.08146737937913022,0.00014493237335235138,0.00016297355919452392,5.297909665479694,6.496707964740379,0.06789143678409412,Dual Control
148,148,Dual Control,0.07475908031681189,0.0002456270867106905,8.387825801168595e-05,4.562940199827236,7.044620422447922,0.06789143678409412,Dual Control
149,149,Dual Control,0.4803914927263666,4.3431642660337407e-07,0.0001317081322564311,3.7662058146549087,5.638619898839492,0.06789143678409412,Dual Control
150,150,Dual Control,0.08465984117478988,8.151779452548625e-05,0.00038537437780213323,6.762510736120132,6.02660867682199,0.06789143678409412,Dual Control
151,151,Dual Control,0.3670570682072399,0.00012386619152633807,3.2025170870250816e-06,7.924742059326775,7.504897005562336,0.06789143678409412,Dual Control
152,152,Dual Control,0.074453539697912,0.0001719383635121369,0.00018328263345381625,3.226981130079911,6.881562373225738,0.06789143678409412,Dual Control
153,153,Dual Control,0.12846323906355944,0.00021005650255410892,0.00026180268625754157,6.017484808944609,5.008010925573862,0.06789143678409412,Dual Control
154,154,Dual Control,0.09243318793167261,3.414917520054762e-05,0.00021624595126042067,5.094616178200127,7.8647135599902,0.06789143678409412,Dual Control
155,155,Dual Control,0.08811862812805267,0.0003746801828265048,5.841118779165196e-05,4.844444715503794,5.499761372897457,0.06789143678409412,Dual Control
156,156,Dual Control,0.10468411421945244,0.00029187011692914167,0.00010646195026722265,5.544773867001437,6.425730829346274,0.06789143678409412,Dual Control
157,157,Dual Control,0.14156610746598797,9.296446500921542e-05,2.8652182394788356e-05,4.2159498209836475,9.654046995132685,0.06789143678409412,Dual Control
158,158,Dual Control,0.15997736111670005,0.0003248099328070514,0.0003109403143204046,7.04885434261581,8.66254498117981,0.06789143678409412,Dual Control
159,159,Dual Control,0.07902917548898196,0.00013804477184955398,0.00013934257683146682,6.558899306218496,7.247929924167905,0.06789143678409412,Dual Control
160,160,Dual Control,0.10137375889040616,0.00024162403685337852,0.00034299367809495507,3.8707537216263823,8.349757059130942,0.06789143678409412,Dual Control
161,161,Dual Control,0.10375200307225764,0.00017751342912270392,0.000168493920660444,5.608528057789809,4.677339270508858,0.06789143678409412,Dual Control
162,162,Dual Control,0.07796295395150579,0.0004014762505974572,8.231767344613042e-05,2.7943309490305266,5.246562765879078,0.06789143678409412,Dual Control
163,163,Dual Control,0.08687211323541763,5.444311740127702e-05,0.0003878038696705266,8.951068627955706,4.241406737740677,0.06789143678409412,Dual Control
164,164,Dual Control,0.2726355031609979,6.096349969217089e-06,0.00044784062180945226,4.581600195215776,5.933248627634083,0.06789143678409412,Dual Control
165,165,Dual Control,0.0734580964673753,0.0003463866087060626,0.00024240965005897802,2.2749989006854427,9.431116429951036,0.06789143678409412,Dual Control
166,166,Dual Control,0.0792511115157189,0.00022235103163509144,0.0005004418872828718,1.5201234943326662,7.602917516991763,0.06789143678409412,Dual Control
167,167,Dual Control,0.11362126341419784,0.0003074958571475327,0.0005791902573209763,3.2632299048090525,9.980753946433763,0.06789143678409412,Dual Control
168,168,Dual Control,0.09041091877840608,0.0002698201226759107,5.12998823886108e-05,5.842494555954618,3.6885940245275557,0.06789143678409412,Dual Control
169,169,Downstream Activation,0.39157789610121285,0.0005767369673744077,0.0008432562982333884,3.0736610388093206,5.541721461142523,0.06789143678409412,Dual Control
170,170,Dual Control,0.14263582202010988,0.0005146876772772937,0.00027718491028205956,3.6680262651439106,8.89605128778593,0.06789143678409412,Dual Control
171,171,No Control,0.43286084392286894,0.0006564312162460793,0.00016369026848745137,9.16098729779278,5.7571989308261715,0.06789143678409412,Dual Control
172,172,Dual Control,0.09578410197990933,2.7332207231146497e-05,0.000989299433342469,7.624544866163742,7.918036114394981,0.06789143678409412,Dual Control
173,173,Dual Control,0.08700571466589371,0.00019708654446173824,0.00010940965026616002,6.115623429101278,6.7627094359571505,0.06789143678409412,Dual Control
174,174,Dual Control,0.1118797526528024,0.00015654572795982275,1.817496047334011e-05,4.994898764444658,3.375375566221186,0.06789143678409412,Dual Control
175,175,Downstream Activation,0.4603125458731542,0.0007855934152065385,0.00021492702037817545,9.027191682072248,3.8968482173837318,0.06789143678409412,Dual Control
176,176,Dual Control,0.19432380860760967,0.0004715526589345637,0.00031755944302514194,4.311393461299504,6.213510595790948,0.06789143678409412,Dual Control
177,177,No Control,0.7399655626114202,0.00045380141879336754,0.0009463122837509235,1.2529081546850929,1.652942762531438,0.06789143678409412,Dual Control
178,178,Dual Control,0.10761127825758049,6.988718978207759e-05,0.00036315344267197206,1.8640698113879939,1.9386648309111782,0.06789143678409412,Dual Control
179,179,Dual Control,0.075703978462931,0.00012143292246987597,0.0002156114309983994,5.44058319118406,8.25271156691976,0.06789143678409412,Dual Control
180,180,Dual Control,0.4284924655413966,0.0009896606024866164,0.0002944511784283689,6.602920036170392,6.585712984039675,0.06789143678409412,Dual Control
181,181,Downstream Activation,0.6106417777184117,0.0008895889225790444,0.00046611994704625736,9.974568878784,0.7822454001469294,0.06789143678409412,Dual Control
182,182,Dual Control,0.0680828528157642,0.0004274958600693214,8.777296535446423e-05,2.336045536031726,7.063313659034069,0.06789143678409412,Dual Control
183,183,Dual Control,0.06745095386967011,0.0004211635644095981,8.650646206657486e-05,2.3109211489077204,7.307075927352807,0.06745095386967011,Dual Control
184,184,No Control,0.21650192451908887,3.142205588189213e-05,0.0003312189026259002,3.251235405406234,0.8870272239707218,0.06745095386967011,Dual Control
185,185,Dual Control,0.10131000447014825,0.0005401569637588726,6.98303858236286e-05,1.0892583388801431,7.062074164650112,0.06745095386967011,Dual Control
186,186,Dual Control,0.1065713256067608,0.0005819062372565524,0.0006284200918569369,0.4794360600898899,8.544447287434467,0.06745095386967011,Dual Control
187,187,Dual Control,0.3978132736729214,0.0004443352339368741,2.6436323927375634e-06,2.5540235821526887,9.68506186643031,0.06745095386967011,Dual Control
188,188,Downstream Activation,0.12391124170004908,0.00018826467015037605,2.0714487395030658e-05,3.932360988910476,7.374565075636658,0.06745095386967011,Dual Control
189,189,Dual Control,0.1018166891420262,0.0003638480338501474,8.645307718361912e-05,1.4151440124842734,9.310015487792676,0.06745095386967011,Dual Control
190,190,Dual Control,0.0815073778343828,0.0006638887066801412,0.00015142815782593844,2.337761565801024,9.039128072308316,0.06745095386967011,Dual Control
191,191,No Control,0.10246758117177368,0.000120704514012621,6.0005677446618787e-05,2.2653821889862,8.995883832692389,0.06745095386967011,Dual Control
192,192,Dual Control,0.10520380646282518,0.000506687479698114,0.00017437223196552101,3.024625246660377,7.730353125879615,0.06745095386967011,Dual Control
