,index,architecture,theta1,theta2,k1,k2,loss
0,0,Upstream Repression,3.334,10.0,0.00011119999999999999,0.00033339999999999997,0.23071426427401026
0,0,Upstream Repression,4.445,0.001,0.00011119999999999999,0.00033339999999999997,0.23174286804133298
0,0,Upstream Repression,4.445,1.1119999999999999,0.00011119999999999999,0.00033339999999999997,0.23174286804133298
0,0,Upstream Repression,4.445,2.223,0.00011119999999999999,0.00033339999999999997,0.23174286804133298
0,0,Upstream Repression,4.445,3.334,0.00011119999999999999,0.00033339999999999997,0.23174286804133298
0,0,Upstream Repression,4.445,4.445,0.00011119999999999999,0.00033339999999999997,0.23174286804133298
0,0,Upstream Repression,4.445,5.556,0.00011119999999999999,0.00033339999999999997,0.23174286804133298
0,0,Upstream Repression,4.445,6.667000000000001,0.00011119999999999999,0.00033339999999999997,0.23174286804133298
0,0,Upstream Repression,4.445,7.7780000000000005,0.00011119999999999999,0.00033339999999999997,0.23174286804133298
0,0,Upstream Repression,4.445,8.889,0.00011119999999999999,0.00033339999999999997,0.23174286804133298
0,0,Upstream Repression,4.445,10.0,0.00011119999999999999,0.00033339999999999997,0.23174286804133298
0,0,Upstream Repression,5.556,0.001,0.00011119999999999999,0.00033339999999999997,0.2324596787628092
0,0,Upstream Repression,5.556,1.1119999999999999,0.00011119999999999999,0.00033339999999999997,0.2324596787628092
0,0,Upstream Repression,5.556,2.223,0.00011119999999999999,0.00033339999999999997,0.2324596787628092
0,0,Upstream Repression,5.556,3.334,0.00011119999999999999,0.00033339999999999997,0.2324596787628092
0,0,Upstream Repression,5.556,4.445,0.00011119999999999999,0.00033339999999999997,0.2324596787628092
0,0,Upstream Repression,5.556,5.556,0.00011119999999999999,0.00033339999999999997,0.2324596787628092
0,0,Upstream Repression,5.556,6.667000000000001,0.00011119999999999999,0.00033339999999999997,0.2324596787628092
0,0,Upstream Repression,5.556,7.7780000000000005,0.00011119999999999999,0.00033339999999999997,0.2324596787628092
0,0,Upstream Repression,5.556,8.889,0.00011119999999999999,0.00033339999999999997,0.2324596787628092
0,0,Upstream Repression,5.556,10.0,0.00011119999999999999,0.00033339999999999997,0.2324596787628092
0,0,Upstream Repression,6.667000000000001,0.001,0.00011119999999999999,0.00033339999999999997,0.23299892950727497
0,0,Upstream Repression,6.667000000000001,1.1119999999999999,0.00011119999999999999,0.00033339999999999997,0.23299892950727497
0,0,Upstream Repression,6.667000000000001,2.223,0.00011119999999999999,0.00033339999999999997,0.23299892950727497
0,0,Upstream Repression,6.667000000000001,3.334,0.00011119999999999999,0.00033339999999999997,0.23299892950727497
0,0,Upstream Repression,6.667000000000001,4.445,0.00011119999999999999,0.00033339999999999997,0.23299892950727497
0,0,Upstream Repression,6.667000000000001,5.556,0.00011119999999999999,0.00033339999999999997,0.23299892950727497
0,0,Upstream Repression,6.667000000000001,6.667000000000001,0.00011119999999999999,0.00033339999999999997,0.23299892950727497
0,0,Upstream Repression,6.667000000000001,7.7780000000000005,0.00011119999999999999,0.00033339999999999997,0.23299892950727497
0,0,Upstream Repression,6.667000000000001,8.889,0.00011119999999999999,0.00033339999999999997,0.23299892950727497
0,0,Upstream Repression,6.667000000000001,10.0,0.00011119999999999999,0.00033339999999999997,0.23299892950727497
0,0,Upstream Repression,7.7780000000000005,0.001,0.00011119999999999999,0.00033339999999999997,0.23342139129578116
0,0,Upstream Repression,7.7780000000000005,1.1119999999999999,0.00011119999999999999,0.00033339999999999997,0.23342139129578116
0,0,Upstream Repression,7.7780000000000005,2.223,0.00011119999999999999,0.00033339999999999997,0.23342139129578116
0,0,Upstream Repression,7.7780000000000005,3.334,0.00011119999999999999,0.00033339999999999997,0.23342139129578116
0,0,Upstream Repression,7.7780000000000005,4.445,0.00011119999999999999,0.00033339999999999997,0.23342139129578116
0,0,Upstream Repression,7.7780000000000005,5.556,0.00011119999999999999,0.00033339999999999997,0.23342139129578116
0,0,Upstream Repression,7.7780000000000005,6.667000000000001,0.00011119999999999999,0.00033339999999999997,0.23342139129578116
0,0,Upstream Repression,7.7780000000000005,7.7780000000000005,0.00011119999999999999,0.00033339999999999997,0.23342139129578116
0,0,Upstream Repression,7.7780000000000005,8.889,0.00011119999999999999,0.00033339999999999997,0.23342139129578116
0,0,Upstream Repression,7.7780000000000005,10.0,0.00011119999999999999,0.00033339999999999997,0.23342139129578116
0,0,Upstream Repression,8.889,0.001,0.00011119999999999999,0.00033339999999999997,0.23376059703029814
0,0,Upstream Repression,8.889,1.1119999999999999,0.00011119999999999999,0.00033339999999999997,0.23376059703029814
0,0,Upstream Repression,8.889,2.223,0.00011119999999999999,0.00033339999999999997,0.23376059703029814
0,0,Upstream Repression,8.889,3.334,0.00011119999999999999,0.00033339999999999997,0.23376059703029814
0,0,Upstream Repression,8.889,4.445,0.00011119999999999999,0.00033339999999999997,0.23376059703029814
0,0,Upstream Repression,8.889,5.556,0.00011119999999999999,0.00033339999999999997,0.23376059703029814
0,0,Upstream Repression,8.889,6.667000000000001,0.00011119999999999999,0.00033339999999999997,0.23376059703029814
0,0,Upstream Repression,8.889,7.7780000000000005,0.00011119999999999999,0.00033339999999999997,0.23376059703029814
0,0,Upstream Repression,8.889,8.889,0.00011119999999999999,0.00033339999999999997,0.23376059703029814
0,0,Upstream Repression,8.889,10.0,0.00011119999999999999,0.00033339999999999997,0.23376059703029814
0,0,Upstream Repression,10.0,0.001,0.00011119999999999999,0.00033339999999999997,0.23403741697055225
0,0,Upstream Repression,10.0,1.1119999999999999,0.00011119999999999999,0.00033339999999999997,0.23403741697055225
0,0,Upstream Repression,10.0,2.223,0.00011119999999999999,0.00033339999999999997,0.23403741697055225
0,0,Upstream Repression,10.0,3.334,0.00011119999999999999,0.00033339999999999997,0.23403741697055225
0,0,Upstream Repression,10.0,4.445,0.00011119999999999999,0.00033339999999999997,0.23403741697055225
0,0,Upstream Repression,10.0,5.556,0.00011119999999999999,0.00033339999999999997,0.23403741697055225
0,0,Upstream Repression,10.0,6.667000000000001,0.00011119999999999999,0.00033339999999999997,0.23403741697055225
0,0,Upstream Repression,10.0,7.7780000000000005,0.00011119999999999999,0.00033339999999999997,0.23403741697055225
0,0,Upstream Repression,10.0,8.889,0.00011119999999999999,0.00033339999999999997,0.23403741697055225
0,0,Upstream Repression,10.0,10.0,0.00011119999999999999,0.00033339999999999997,0.23403741697055225
0,0,Upstream Repression,0.001,0.001,0.00011119999999999999,0.00044449999999999996,0.6896473964151404
0,0,Upstream Repression,0.001,1.1119999999999999,0.00011119999999999999,0.00044449999999999996,0.6896473964151404
0,0,Upstream Repression,0.001,2.223,0.00011119999999999999,0.00044449999999999996,0.6896473964151404
0,0,Upstream Repression,0.001,3.334,0.00011119999999999999,0.00044449999999999996,0.6896473964151404
0,0,Upstream Repression,0.001,4.445,0.00011119999999999999,0.00044449999999999996,0.6896473964151404
0,0,Upstream Repression,0.001,5.556,0.00011119999999999999,0.00044449999999999996,0.6896473964151404
0,0,Upstream Repression,0.001,6.667000000000001,0.00011119999999999999,0.00044449999999999996,0.6896473964151404
0,0,Upstream Repression,0.001,7.7780000000000005,0.00011119999999999999,0.00044449999999999996,0.6896473964151404
0,0,Upstream Repression,0.001,8.889,0.00011119999999999999,0.00044449999999999996,0.6896473964151404
0,0,Upstream Repression,0.001,10.0,0.00011119999999999999,0.00044449999999999996,0.6896473964151404
0,0,Upstream Repression,1.1119999999999999,0.001,0.00011119999999999999,0.00044449999999999996,0.282209376634597
0,0,Upstream Repression,1.1119999999999999,1.1119999999999999,0.00011119999999999999,0.00044449999999999996,0.282209376634597
0,0,Upstream Repression,1.1119999999999999,2.223,0.00011119999999999999,0.00044449999999999996,0.282209376634597
0,0,Upstream Repression,1.1119999999999999,3.334,0.00011119999999999999,0.00044449999999999996,0.282209376634597
0,0,Upstream Repression,1.1119999999999999,4.445,0.00011119999999999999,0.00044449999999999996,0.282209376634597
0,0,Upstream Repression,1.1119999999999999,5.556,0.00011119999999999999,0.00044449999999999996,0.282209376634597
0,0,Upstream Repression,1.1119999999999999,6.667000000000001,0.00011119999999999999,0.00044449999999999996,0.282209376634597
0,0,Upstream Repression,1.1119999999999999,7.7780000000000005,0.00011119999999999999,0.00044449999999999996,0.282209376634597
0,0,Upstream Repression,1.1119999999999999,8.889,0.00011119999999999999,0.00044449999999999996,0.282209376634597
0,0,Upstream Repression,1.1119999999999999,10.0,0.00011119999999999999,0.00044449999999999996,0.282209376634597
0,0,Upstream Repression,2.223,0.001,0.00011119999999999999,0.00044449999999999996,0.2859415656500949
0,0,Upstream Repression,2.223,1.1119999999999999,0.00011119999999999999,0.00044449999999999996,0.2859415656500949
0,0,Upstream Repression,2.223,2.223,0.00011119999999999999,0.00044449999999999996,0.2859415656500949
0,0,Upstream Repression,2.223,3.334,0.00011119999999999999,0.00044449999999999996,0.2859415656500949
0,0,Upstream Repression,2.223,4.445,0.00011119999999999999,0.00044449999999999996,0.2859415656500949
0,0,Upstream Repression,2.223,5.556,0.00011119999999999999,0.00044449999999999996,0.2859415656500949
0,0,Upstream Repression,2.223,6.667000000000001,0.00011119999999999999,0.00044449999999999996,0.2859415656500949
0,0,Upstream Repression,2.223,7.7780000000000005,0.00011119999999999999,0.00044449999999999996,0.2859415656500949
0,0,Upstream Repression,2.223,8.889,0.00011119999999999999,0.00044449999999999996,0.2859415656500949
0,0,Upstream Repression,2.223,10.0,0.00011119999999999999,0.00044449999999999996,0.2859415656500949
0,0,Upstream Repression,3.334,0.001,0.00011119999999999999,0.00044449999999999996,0.28747582628466845
0,0,Upstream Repression,3.334,1.1119999999999999,0.00011119999999999999,0.00044449999999999996,0.28747582628466845
0,0,Upstream Repression,3.334,2.223,0.00011119999999999999,0.00044449999999999996,0.28747582628466845
0,0,Upstream Repression,3.334,3.334,0.00011119999999999999,0.00044449999999999996,0.28747582628466845
0,0,Upstream Repression,3.334,4.445,0.00011119999999999999,0.00044449999999999996,0.28747582628466845
0,0,Upstream Repression,3.334,5.556,0.00011119999999999999,0.00044449999999999996,0.28747582628466845
0,0,Upstream Repression,3.334,6.667000000000001,0.00011119999999999999,0.00044449999999999996,0.28747582628466845
0,0,Upstream Repression,3.334,7.7780000000000005,0.00011119999999999999,0.00044449999999999996,0.28747582628466845
0,0,Upstream Repression,3.334,8.889,0.00011119999999999999,0.00044449999999999996,0.28747582628466845
0,0,Upstream Repression,3.334,10.0,0.00011119999999999999,0.00044449999999999996,0.28747582628466845
0,0,Upstream Repression,4.445,0.001,0.00011119999999999999,0.00044449999999999996,0.2884046789298708
0,0,Upstream Repression,4.445,1.1119999999999999,0.00011119999999999999,0.00044449999999999996,0.2884046789298708
0,0,Upstream Repression,4.445,2.223,0.00011119999999999999,0.00044449999999999996,0.2884046789298708
0,0,Upstream Repression,4.445,3.334,0.00011119999999999999,0.00044449999999999996,0.2884046789298708
0,0,Upstream Repression,4.445,4.445,0.00011119999999999999,0.00044449999999999996,0.2884046789298708
0,0,Upstream Repression,4.445,5.556,0.00011119999999999999,0.00044449999999999996,0.2884046789298708
0,0,Upstream Repression,4.445,6.667000000000001,0.00011119999999999999,0.00044449999999999996,0.2884046789298708
0,0,Upstream Repression,4.445,7.7780000000000005,0.00011119999999999999,0.00044449999999999996,0.2884046789298708
0,0,Upstream Repression,4.445,8.889,0.00011119999999999999,0.00044449999999999996,0.2884046789298708
0,0,Upstream Repression,4.445,10.0,0.00011119999999999999,0.00044449999999999996,0.2884046789298708
0,0,Upstream Repression,5.556,0.001,0.00011119999999999999,0.00044449999999999996,0.28904040049703267
0,0,Upstream Repression,5.556,1.1119999999999999,0.00011119999999999999,0.00044449999999999996,0.28904040049703267
0,0,Upstream Repression,5.556,2.223,0.00011119999999999999,0.00044449999999999996,0.28904040049703267
0,0,Upstream Repression,5.556,3.334,0.00011119999999999999,0.00044449999999999996,0.28904040049703267
0,0,Upstream Repression,5.556,4.445,0.00011119999999999999,0.00044449999999999996,0.28904040049703267
0,0,Upstream Repression,5.556,5.556,0.00011119999999999999,0.00044449999999999996,0.28904040049703267
0,0,Upstream Repression,5.556,6.667000000000001,0.00011119999999999999,0.00044449999999999996,0.28904040049703267
0,0,Upstream Repression,5.556,7.7780000000000005,0.00011119999999999999,0.00044449999999999996,0.28904040049703267
0,0,Upstream Repression,5.556,8.889,0.00011119999999999999,0.00044449999999999996,0.28904040049703267
0,0,Upstream Repression,5.556,10.0,0.00011119999999999999,0.00044449999999999996,0.28904040049703267
0,0,Upstream Repression,6.667000000000001,0.001,0.00011119999999999999,0.00044449999999999996,0.28949963449510185
0,0,Upstream Repression,6.667000000000001,1.1119999999999999,0.00011119999999999999,0.00044449999999999996,0.28949963449510185
0,0,Upstream Repression,6.667000000000001,2.223,0.00011119999999999999,0.00044449999999999996,0.28949963449510185
0,0,Upstream Repression,6.667000000000001,3.334,0.00011119999999999999,0.00044449999999999996,0.28949963449510185
0,0,Upstream Repression,6.667000000000001,4.445,0.00011119999999999999,0.00044449999999999996,0.28949963449510185
0,0,Upstream Repression,6.667000000000001,5.556,0.00011119999999999999,0.00044449999999999996,0.28949963449510185
0,0,Upstream Repression,6.667000000000001,6.667000000000001,0.00011119999999999999,0.00044449999999999996,0.28949963449510185
0,0,Upstream Repression,6.667000000000001,7.7780000000000005,0.00011119999999999999,0.00044449999999999996,0.28949963449510185
0,0,Upstream Repression,6.667000000000001,8.889,0.00011119999999999999,0.00044449999999999996,0.28949963449510185
0,0,Upstream Repression,6.667000000000001,10.0,0.00011119999999999999,0.00044449999999999996,0.28949963449510185
0,0,Upstream Repression,7.7780000000000005,0.001,0.00011119999999999999,0.00044449999999999996,0.28984212387885766
0,0,Upstream Repression,7.7780000000000005,1.1119999999999999,0.00011119999999999999,0.00044449999999999996,0.28984212387885766
0,0,Upstream Repression,7.7780000000000005,2.223,0.00011119999999999999,0.00044449999999999996,0.28984212387885766
0,0,Upstream Repression,7.7780000000000005,3.334,0.00011119999999999999,0.00044449999999999996,0.28984212387885766
0,0,Upstream Repression,7.7780000000000005,4.445,0.00011119999999999999,0.00044449999999999996,0.28984212387885766
0,0,Upstream Repression,7.7780000000000005,5.556,0.00011119999999999999,0.00044449999999999996,0.28984212387885766
0,0,Upstream Repression,7.7780000000000005,6.667000000000001,0.00011119999999999999,0.00044449999999999996,0.28984212387885766
0,0,Upstream Repression,7.7780000000000005,7.7780000000000005,0.00011119999999999999,0.00044449999999999996,0.28984212387885766
0,0,Upstream Repression,7.7780000000000005,8.889,0.00011119999999999999,0.00044449999999999996,0.28984212387885766
0,0,Upstream Repression,7.7780000000000005,10.0,0.00011119999999999999,0.00044449999999999996,0.28984212387885766
0,0,Upstream Repression,8.889,0.001,0.00011119999999999999,0.00044449999999999996,0.2901032694830996
0,0,Upstream Repression,8.889,1.1119999999999999,0.00011119999999999999,0.00044449999999999996,0.2901032694830996
0,0,Upstream Repression,8.889,2.223,0.00011119999999999999,0.00044449999999999996,0.2901032694830996
0,0,Upstream Repression,8.889,3.334,0.00011119999999999999,0.00044449999999999996,0.2901032694830996
0,0,Upstream Repression,8.889,4.445,0.00011119999999999999,0.00044449999999999996,0.2901032694830996
0,0,Upstream Repression,8.889,5.556,0.00011119999999999999,0.00044449999999999996,0.2901032694830996
0,0,Upstream Repression,8.889,6.667000000000001,0.00011119999999999999,0.00044449999999999996,0.2901032694830996
0,0,Upstream Repression,8.889,7.7780000000000005,0.00011119999999999999,0.00044449999999999996,0.2901032694830996
0,0,Upstream Repression,8.889,8.889,0.00011119999999999999,0.00044449999999999996,0.2901032694830996
0,0,Upstream Repression,8.889,10.0,0.00011119999999999999,0.00044449999999999996,0.2901032694830996
0,0,Upstream Repression,10.0,0.001,0.00011119999999999999,0.00044449999999999996,0.29030607914740364
0,0,Upstream Repression,10.0,1.1119999999999999,0.00011119999999999999,0.00044449999999999996,0.29030607914740364
0,0,Upstream Repression,10.0,2.223,0.00011119999999999999,0.00044449999999999996,0.29030607914740364
0,0,Upstream Repression,10.0,3.334,0.00011119999999999999,0.00044449999999999996,0.29030607914740364
0,0,Upstream Repression,10.0,4.445,0.00011119999999999999,0.00044449999999999996,0.29030607914740364
0,0,Upstream Repression,10.0,5.556,0.00011119999999999999,0.00044449999999999996,0.29030607914740364
0,0,Upstream Repression,10.0,6.667000000000001,0.00011119999999999999,0.00044449999999999996,0.29030607914740364
0,0,Upstream Repression,10.0,7.7780000000000005,0.00011119999999999999,0.00044449999999999996,0.29030607914740364
0,0,Upstream Repression,10.0,8.889,0.00011119999999999999,0.00044449999999999996,0.29030607914740364
0,0,Upstream Repression,10.0,10.0,0.00011119999999999999,0.00044449999999999996,0.29030607914740364
0,0,Upstream Repression,0.001,0.001,0.00011119999999999999,0.0005556,0.7400901550276333
0,0,Upstream Repression,0.001,1.1119999999999999,0.00011119999999999999,0.0005556,0.7400901550276333
0,0,Upstream Repression,0.001,2.223,0.00011119999999999999,0.0005556,0.7400901550276333
0,0,Upstream Repression,0.001,3.334,0.00011119999999999999,0.0005556,0.7400901550276333
0,0,Upstream Repression,0.001,4.445,0.00011119999999999999,0.0005556,0.7400901550276333
0,0,Upstream Repression,0.001,5.556,0.00011119999999999999,0.0005556,0.7400901550276333
0,0,Upstream Repression,0.001,6.667000000000001,0.00011119999999999999,0.0005556,0.7400901550276333
0,0,Upstream Repression,0.001,7.7780000000000005,0.00011119999999999999,0.0005556,0.7400901550276333
0,0,Upstream Repression,0.001,8.889,0.00011119999999999999,0.0005556,0.7400901550276333
0,0,Upstream Repression,0.001,10.0,0.00011119999999999999,0.0005556,0.7400901550276333
0,0,Upstream Repression,1.1119999999999999,0.001,0.00011119999999999999,0.0005556,0.33924877216762117
0,0,Upstream Repression,1.1119999999999999,1.1119999999999999,0.00011119999999999999,0.0005556,0.33924877216762117
0,0,Upstream Repression,1.1119999999999999,2.223,0.00011119999999999999,0.0005556,0.33924877216762117
0,0,Upstream Repression,1.1119999999999999,3.334,0.00011119999999999999,0.0005556,0.33924877216762117
0,0,Upstream Repression,1.1119999999999999,4.445,0.00011119999999999999,0.0005556,0.33924877216762117
0,0,Upstream Repression,1.1119999999999999,5.556,0.00011119999999999999,0.0005556,0.33924877216762117
0,0,Upstream Repression,1.1119999999999999,6.667000000000001,0.00011119999999999999,0.0005556,0.33924877216762117
0,0,Upstream Repression,1.1119999999999999,7.7780000000000005,0.00011119999999999999,0.0005556,0.33924877216762117
0,0,Upstream Repression,1.1119999999999999,8.889,0.00011119999999999999,0.0005556,0.33924877216762117
0,0,Upstream Repression,1.1119999999999999,10.0,0.00011119999999999999,0.0005556,0.33924877216762117
0,0,Upstream Repression,2.223,0.001,0.00011119999999999999,0.0005556,0.342474984208501
0,0,Upstream Repression,2.223,1.1119999999999999,0.00011119999999999999,0.0005556,0.342474984208501
0,0,Upstream Repression,2.223,2.223,0.00011119999999999999,0.0005556,0.342474984208501
0,0,Upstream Repression,2.223,3.334,0.00011119999999999999,0.0005556,0.342474984208501
0,0,Upstream Repression,2.223,4.445,0.00011119999999999999,0.0005556,0.342474984208501
0,0,Upstream Repression,2.223,5.556,0.00011119999999999999,0.0005556,0.342474984208501
0,0,Upstream Repression,2.223,6.667000000000001,0.00011119999999999999,0.0005556,0.342474984208501
0,0,Upstream Repression,2.223,7.7780000000000005,0.00011119999999999999,0.0005556,0.342474984208501
0,0,Upstream Repression,2.223,8.889,0.00011119999999999999,0.0005556,0.342474984208501
0,0,Upstream Repression,2.223,10.0,0.00011119999999999999,0.0005556,0.342474984208501
0,0,Upstream Repression,3.334,0.001,0.00011119999999999999,0.0005556,0.34387390016270813
0,0,Upstream Repression,3.334,1.1119999999999999,0.00011119999999999999,0.0005556,0.34387390016270813
0,0,Upstream Repression,3.334,2.223,0.00011119999999999999,0.0005556,0.34387390016270813
0,0,Upstream Repression,3.334,3.334,0.00011119999999999999,0.0005556,0.34387390016270813
0,0,Upstream Repression,3.334,4.445,0.00011119999999999999,0.0005556,0.34387390016270813
0,0,Upstream Repression,3.334,5.556,0.00011119999999999999,0.0005556,0.34387390016270813
0,0,Upstream Repression,3.334,6.667000000000001,0.00011119999999999999,0.0005556,0.34387390016270813
0,0,Upstream Repression,3.334,7.7780000000000005,0.00011119999999999999,0.0005556,0.34387390016270813
0,0,Upstream Repression,3.334,8.889,0.00011119999999999999,0.0005556,0.34387390016270813
0,0,Upstream Repression,3.334,10.0,0.00011119999999999999,0.0005556,0.34387390016270813
0,0,Upstream Repression,4.445,0.001,0.00011119999999999999,0.0005556,0.3447041090601231
0,0,Upstream Repression,4.445,1.1119999999999999,0.00011119999999999999,0.0005556,0.3447041090601231
0,0,Upstream Repression,4.445,2.223,0.00011119999999999999,0.0005556,0.3447041090601231
0,0,Upstream Repression,4.445,3.334,0.00011119999999999999,0.0005556,0.3447041090601231
0,0,Upstream Repression,4.445,4.445,0.00011119999999999999,0.0005556,0.3447041090601231
0,0,Upstream Repression,4.445,5.556,0.00011119999999999999,0.0005556,0.3447041090601231
0,0,Upstream Repression,4.445,6.667000000000001,0.00011119999999999999,0.0005556,0.3447041090601231
0,0,Upstream Repression,4.445,7.7780000000000005,0.00011119999999999999,0.0005556,0.3447041090601231
0,0,Upstream Repression,4.445,8.889,0.00011119999999999999,0.0005556,0.3447041090601231
0,0,Upstream Repression,4.445,10.0,0.00011119999999999999,0.0005556,0.3447041090601231
0,0,Upstream Repression,5.556,0.001,0.00011119999999999999,0.0005556,0.3452467950478318
0,0,Upstream Repression,5.556,1.1119999999999999,0.00011119999999999999,0.0005556,0.3452467950478318
0,0,Upstream Repression,5.556,2.223,0.00011119999999999999,0.0005556,0.3452467950478318
0,0,Upstream Repression,5.556,3.334,0.00011119999999999999,0.0005556,0.3452467950478318
0,0,Upstream Repression,5.556,4.445,0.00011119999999999999,0.0005556,0.3452467950478318
0,0,Upstream Repression,5.556,5.556,0.00011119999999999999,0.0005556,0.3452467950478318
0,0,Upstream Repression,5.556,6.667000000000001,0.00011119999999999999,0.0005556,0.3452467950478318
0,0,Upstream Repression,5.556,7.7780000000000005,0.00011119999999999999,0.0005556,0.3452467950478318
0,0,Upstream Repression,5.556,8.889,0.00011119999999999999,0.0005556,0.3452467950478318
0,0,Upstream Repression,5.556,10.0,0.00011119999999999999,0.0005556,0.3452467950478318
0,0,Upstream Repression,6.667000000000001,0.001,0.00011119999999999999,0.0005556,0.3456193179934079
0,0,Upstream Repression,6.667000000000001,1.1119999999999999,0.00011119999999999999,0.0005556,0.3456193179934079
0,0,Upstream Repression,6.667000000000001,2.223,0.00011119999999999999,0.0005556,0.3456193179934079
0,0,Upstream Repression,6.667000000000001,3.334,0.00011119999999999999,0.0005556,0.3456193179934079
0,0,Upstream Repression,6.667000000000001,4.445,0.00011119999999999999,0.0005556,0.3456193179934079
0,0,Upstream Repression,6.667000000000001,5.556,0.00011119999999999999,0.0005556,0.3456193179934079
0,0,Upstream Repression,6.667000000000001,6.667000000000001,0.00011119999999999999,0.0005556,0.3456193179934079
0,0,Upstream Repression,6.667000000000001,7.7780000000000005,0.00011119999999999999,0.0005556,0.3456193179934079
0,0,Upstream Repression,6.667000000000001,8.889,0.00011119999999999999,0.0005556,0.3456193179934079
0,0,Upstream Repression,6.667000000000001,10.0,0.00011119999999999999,0.0005556,0.3456193179934079
0,0,Upstream Repression,7.7780000000000005,0.001,0.00011119999999999999,0.0005556,0.34588406730242494
0,0,Upstream Repression,7.7780000000000005,1.1119999999999999,0.00011119999999999999,0.0005556,0.34588406730242494
0,0,Upstream Repression,7.7780000000000005,2.223,0.00011119999999999999,0.0005556,0.34588406730242494
0,0,Upstream Repression,7.7780000000000005,3.334,0.00011119999999999999,0.0005556,0.34588406730242494
0,0,Upstream Repression,7.7780000000000005,4.445,0.00011119999999999999,0.0005556,0.34588406730242494
0,0,Upstream Repression,7.7780000000000005,5.556,0.00011119999999999999,0.0005556,0.34588406730242494
0,0,Upstream Repression,7.7780000000000005,6.667000000000001,0.00011119999999999999,0.0005556,0.34588406730242494
0,0,Upstream Repression,7.7780000000000005,7.7780000000000005,0.00011119999999999999,0.0005556,0.34588406730242494
0,0,Upstream Repression,7.7780000000000005,8.889,0.00011119999999999999,0.0005556,0.34588406730242494
0,0,Upstream Repression,7.7780000000000005,10.0,0.00011119999999999999,0.0005556,0.34588406730242494
0,0,Upstream Repression,8.889,0.001,0.00011119999999999999,0.0005556,0.3460773769402477
0,0,Upstream Repression,8.889,1.1119999999999999,0.00011119999999999999,0.0005556,0.3460773769402477
0,0,Upstream Repression,8.889,2.223,0.00011119999999999999,0.0005556,0.3460773769402477
0,0,Upstream Repression,8.889,3.334,0.00011119999999999999,0.0005556,0.3460773769402477
0,0,Upstream Repression,8.889,4.445,0.00011119999999999999,0.0005556,0.3460773769402477
0,0,Upstream Repression,8.889,5.556,0.00011119999999999999,0.0005556,0.3460773769402477
0,0,Upstream Repression,8.889,6.667000000000001,0.00011119999999999999,0.0005556,0.3460773769402477
0,0,Upstream Repression,8.889,7.7780000000000005,0.00011119999999999999,0.0005556,0.3460773769402477
0,0,Upstream Repression,8.889,8.889,0.00011119999999999999,0.0005556,0.3460773769402477
0,0,Upstream Repression,8.889,10.0,0.00011119999999999999,0.0005556,0.3460773769402477
0,0,Upstream Repression,10.0,0.001,0.00011119999999999999,0.0005556,0.34622197399449006
0,0,Upstream Repression,10.0,1.1119999999999999,0.00011119999999999999,0.0005556,0.34622197399449006
0,0,Upstream Repression,10.0,2.223,0.00011119999999999999,0.0005556,0.34622197399449006
0,0,Upstream Repression,10.0,3.334,0.00011119999999999999,0.0005556,0.34622197399449006
0,0,Upstream Repression,10.0,4.445,0.00011119999999999999,0.0005556,0.34622197399449006
0,0,Upstream Repression,10.0,5.556,0.00011119999999999999,0.0005556,0.34622197399449006
0,0,Upstream Repression,10.0,6.667000000000001,0.00011119999999999999,0.0005556,0.34622197399449006
0,0,Upstream Repression,10.0,7.7780000000000005,0.00011119999999999999,0.0005556,0.34622197399449006
0,0,Upstream Repression,10.0,8.889,0.00011119999999999999,0.0005556,0.34622197399449006
0,0,Upstream Repression,10.0,10.0,0.00011119999999999999,0.0005556,0.34622197399449006
0,0,Upstream Repression,0.001,0.001,0.00011119999999999999,0.0006666999999999999,0.7908946535830051
0,0,Upstream Repression,0.001,1.1119999999999999,0.00011119999999999999,0.0006666999999999999,0.7908946535830051
0,0,Upstream Repression,0.001,2.223,0.00011119999999999999,0.0006666999999999999,0.7908946535830051
0,0,Upstream Repression,0.001,3.334,0.00011119999999999999,0.0006666999999999999,0.7908946535830051
0,0,Upstream Repression,0.001,4.445,0.00011119999999999999,0.0006666999999999999,0.7908946535830051
0,0,Upstream Repression,0.001,5.556,0.00011119999999999999,0.0006666999999999999,0.7908946535830051
0,0,Upstream Repression,0.001,6.667000000000001,0.00011119999999999999,0.0006666999999999999,0.7908946535830051
0,0,Upstream Repression,0.001,7.7780000000000005,0.00011119999999999999,0.0006666999999999999,0.7908946535830051
0,0,Upstream Repression,0.001,8.889,0.00011119999999999999,0.0006666999999999999,0.7908946535830051
0,0,Upstream Repression,0.001,10.0,0.00011119999999999999,0.0006666999999999999,0.7908946535830051
0,0,Upstream Repression,1.1119999999999999,0.001,0.00011119999999999999,0.0006666999999999999,0.3958448328900301
0,0,Upstream Repression,1.1119999999999999,1.1119999999999999,0.00011119999999999999,0.0006666999999999999,0.3958448328900301
0,0,Upstream Repression,1.1119999999999999,2.223,0.00011119999999999999,0.0006666999999999999,0.3958448328900301
0,0,Upstream Repression,1.1119999999999999,3.334,0.00011119999999999999,0.0006666999999999999,0.3958448328900301
0,0,Upstream Repression,1.1119999999999999,4.445,0.00011119999999999999,0.0006666999999999999,0.3958448328900301
0,0,Upstream Repression,1.1119999999999999,5.556,0.00011119999999999999,0.0006666999999999999,0.3958448328900301
