,index,architecture,theta1,theta2,k1,k2,loss
0,0,Upstream Repression,1.1119999999999999,5.556,0.0008888999999999999,0.0008888999999999999,0.8767795085779244
0,0,Upstream Repression,1.1119999999999999,6.667000000000001,0.0008888999999999999,0.0008888999999999999,0.8767795085779244
0,0,Upstream Repression,1.1119999999999999,7.7780000000000005,0.0008888999999999999,0.0008888999999999999,0.8767795085779244
0,0,Upstream Repression,1.1119999999999999,8.889,0.0008888999999999999,0.0008888999999999999,0.8767795085779244
0,0,Upstream Repression,1.1119999999999999,10.0,0.0008888999999999999,0.0008888999999999999,0.8767795085779244
0,0,Upstream Repression,2.223,0.001,0.0008888999999999999,0.0008888999999999999,0.8975343506749064
0,0,Upstream Repression,2.223,1.1119999999999999,0.0008888999999999999,0.0008888999999999999,0.8975343506749064
0,0,Upstream Repression,2.223,2.223,0.0008888999999999999,0.0008888999999999999,0.8975343506749064
0,0,Upstream Repression,2.223,3.334,0.0008888999999999999,0.0008888999999999999,0.8975343506749064
0,0,Upstream Repression,2.223,4.445,0.0008888999999999999,0.0008888999999999999,0.8975343506749064
0,0,Upstream Repression,2.223,5.556,0.0008888999999999999,0.0008888999999999999,0.8975343506749064
0,0,Upstream Repression,2.223,6.667000000000001,0.0008888999999999999,0.0008888999999999999,0.8975343506749064
0,0,Upstream Repression,2.223,7.7780000000000005,0.0008888999999999999,0.0008888999999999999,0.8975343506749064
0,0,Upstream Repression,2.223,8.889,0.0008888999999999999,0.0008888999999999999,0.8975343506749064
0,0,Upstream Repression,2.223,10.0,0.0008888999999999999,0.0008888999999999999,0.8975343506749064
0,0,Upstream Repression,3.334,0.001,0.0008888999999999999,0.0008888999999999999,0.9056967669793874
0,0,Upstream Repression,3.334,1.1119999999999999,0.0008888999999999999,0.0008888999999999999,0.9056967669793874
0,0,Upstream Repression,3.334,2.223,0.0008888999999999999,0.0008888999999999999,0.9056967669793874
0,0,Upstream Repression,3.334,3.334,0.0008888999999999999,0.0008888999999999999,0.9056967669793874
0,0,Upstream Repression,3.334,4.445,0.0008888999999999999,0.0008888999999999999,0.9056967669793874
0,0,Upstream Repression,3.334,5.556,0.0008888999999999999,0.0008888999999999999,0.9056967669793874
0,0,Upstream Repression,3.334,6.667000000000001,0.0008888999999999999,0.0008888999999999999,0.9056967669793874
0,0,Upstream Repression,3.334,7.7780000000000005,0.0008888999999999999,0.0008888999999999999,0.9056967669793874
0,0,Upstream Repression,3.334,8.889,0.0008888999999999999,0.0008888999999999999,0.9056967669793874
0,0,Upstream Repression,3.334,10.0,0.0008888999999999999,0.0008888999999999999,0.9056967669793874
0,0,Upstream Repression,4.445,0.001,0.0008888999999999999,0.0008888999999999999,0.9107131269430971
0,0,Upstream Repression,4.445,1.1119999999999999,0.0008888999999999999,0.0008888999999999999,0.9107131269430971
0,0,Upstream Repression,4.445,2.223,0.0008888999999999999,0.0008888999999999999,0.9107131269430971
0,0,Upstream Repression,4.445,3.334,0.0008888999999999999,0.0008888999999999999,0.9107131269430971
0,0,Upstream Repression,4.445,4.445,0.0008888999999999999,0.0008888999999999999,0.9107131269430971
0,0,Upstream Repression,4.445,5.556,0.0008888999999999999,0.0008888999999999999,0.9107131269430971
0,0,Upstream Repression,4.445,6.667000000000001,0.0008888999999999999,0.0008888999999999999,0.9107131269430971
0,0,Upstream Repression,4.445,7.7780000000000005,0.0008888999999999999,0.0008888999999999999,0.9107131269430971
0,0,Upstream Repression,4.445,8.889,0.0008888999999999999,0.0008888999999999999,0.9107131269430971
0,0,Upstream Repression,4.445,10.0,0.0008888999999999999,0.0008888999999999999,0.9107131269430971
0,0,Upstream Repression,5.556,0.001,0.0008888999999999999,0.0008888999999999999,0.9143219106483987
0,0,Upstream Repression,5.556,1.1119999999999999,0.0008888999999999999,0.0008888999999999999,0.9143219106483987
0,0,Upstream Repression,5.556,2.223,0.0008888999999999999,0.0008888999999999999,0.9143219106483987
0,0,Upstream Repression,5.556,3.334,0.0008888999999999999,0.0008888999999999999,0.9143219106483987
0,0,Upstream Repression,5.556,4.445,0.0008888999999999999,0.0008888999999999999,0.9143219106483987
0,0,Upstream Repression,5.556,5.556,0.0008888999999999999,0.0008888999999999999,0.9143219106483987
0,0,Upstream Repression,5.556,6.667000000000001,0.0008888999999999999,0.0008888999999999999,0.9143219106483987
0,0,Upstream Repression,5.556,7.7780000000000005,0.0008888999999999999,0.0008888999999999999,0.9143219106483987
0,0,Upstream Repression,5.556,8.889,0.0008888999999999999,0.0008888999999999999,0.9143219106483987
0,0,Upstream Repression,5.556,10.0,0.0008888999999999999,0.0008888999999999999,0.9143219106483987
0,0,Upstream Repression,6.667000000000001,0.001,0.0008888999999999999,0.0008888999999999999,0.9171277174408535
0,0,Upstream Repression,6.667000000000001,1.1119999999999999,0.0008888999999999999,0.0008888999999999999,0.9171277174408535
0,0,Upstream Repression,6.667000000000001,2.223,0.0008888999999999999,0.0008888999999999999,0.9171277174408535
0,0,Upstream Repression,6.667000000000001,3.334,0.0008888999999999999,0.0008888999999999999,0.9171277174408535
0,0,Upstream Repression,6.667000000000001,4.445,0.0008888999999999999,0.0008888999999999999,0.9171277174408535
0,0,Upstream Repression,6.667000000000001,5.556,0.0008888999999999999,0.0008888999999999999,0.9171277174408535
0,0,Upstream Repression,6.667000000000001,6.667000000000001,0.0008888999999999999,0.0008888999999999999,0.9171277174408535
0,0,Upstream Repression,6.667000000000001,7.7780000000000005,0.0008888999999999999,0.0008888999999999999,0.9171277174408535
0,0,Upstream Repression,6.667000000000001,8.889,0.0008888999999999999,0.0008888999999999999,0.9171277174408535
0,0,Upstream Repression,6.667000000000001,10.0,0.0008888999999999999,0.0008888999999999999,0.9171277174408535
0,0,Upstream Repression,7.7780000000000005,0.001,0.0008888999999999999,0.0008888999999999999,0.9194121525780752
0,0,Upstream Repression,7.7780000000000005,1.1119999999999999,0.0008888999999999999,0.0008888999999999999,0.9194121525780752
0,0,Upstream Repression,7.7780000000000005,2.223,0.0008888999999999999,0.0008888999999999999,0.9194121525780752
0,0,Upstream Repression,7.7780000000000005,3.334,0.0008888999999999999,0.0008888999999999999,0.9194121525780752
0,0,Upstream Repression,7.7780000000000005,4.445,0.0008888999999999999,0.0008888999999999999,0.9194121525780752
0,0,Upstream Repression,7.7780000000000005,5.556,0.0008888999999999999,0.0008888999999999999,0.9194121525780752
0,0,Upstream Repression,7.7780000000000005,6.667000000000001,0.0008888999999999999,0.0008888999999999999,0.9194121525780752
0,0,Upstream Repression,7.7780000000000005,7.7780000000000005,0.0008888999999999999,0.0008888999999999999,0.9194121525780752
0,0,Upstream Repression,7.7780000000000005,8.889,0.0008888999999999999,0.0008888999999999999,0.9194121525780752
0,0,Upstream Repression,7.7780000000000005,10.0,0.0008888999999999999,0.0008888999999999999,0.9194121525780752
0,0,Upstream Repression,8.889,0.001,0.0008888999999999999,0.0008888999999999999,0.9213303762129095
0,0,Upstream Repression,8.889,1.1119999999999999,0.0008888999999999999,0.0008888999999999999,0.9213303762129095
0,0,Upstream Repression,8.889,2.223,0.0008888999999999999,0.0008888999999999999,0.9213303762129095
0,0,Upstream Repression,8.889,3.334,0.0008888999999999999,0.0008888999999999999,0.9213303762129095
0,0,Upstream Repression,8.889,4.445,0.0008888999999999999,0.0008888999999999999,0.9213303762129095
0,0,Upstream Repression,8.889,5.556,0.0008888999999999999,0.0008888999999999999,0.9213303762129095
0,0,Upstream Repression,8.889,6.667000000000001,0.0008888999999999999,0.0008888999999999999,0.9213303762129095
0,0,Upstream Repression,8.889,7.7780000000000005,0.0008888999999999999,0.0008888999999999999,0.9213303762129095
0,0,Upstream Repression,8.889,8.889,0.0008888999999999999,0.0008888999999999999,0.9213303762129095
0,0,Upstream Repression,8.889,10.0,0.0008888999999999999,0.0008888999999999999,0.9213303762129095
0,0,Upstream Repression,10.0,0.001,0.0008888999999999999,0.0008888999999999999,0.9229770780833065
0,0,Upstream Repression,10.0,1.1119999999999999,0.0008888999999999999,0.0008888999999999999,0.9229770780833065
0,0,Upstream Repression,10.0,2.223,0.0008888999999999999,0.0008888999999999999,0.9229770780833065
0,0,Upstream Repression,10.0,3.334,0.0008888999999999999,0.0008888999999999999,0.9229770780833065
0,0,Upstream Repression,10.0,4.445,0.0008888999999999999,0.0008888999999999999,0.9229770780833065
0,0,Upstream Repression,10.0,5.556,0.0008888999999999999,0.0008888999999999999,0.9229770780833065
0,0,Upstream Repression,10.0,6.667000000000001,0.0008888999999999999,0.0008888999999999999,0.9229770780833065
0,0,Upstream Repression,10.0,7.7780000000000005,0.0008888999999999999,0.0008888999999999999,0.9229770780833065
0,0,Upstream Repression,10.0,8.889,0.0008888999999999999,0.0008888999999999999,0.9229770780833065
0,0,Upstream Repression,10.0,10.0,0.0008888999999999999,0.0008888999999999999,0.9229770780833065
0,0,Upstream Repression,0.001,0.001,0.0008888999999999999,0.001,0.8929902327517316
0,0,Upstream Repression,0.001,1.1119999999999999,0.0008888999999999999,0.001,0.8929902327517316
0,0,Upstream Repression,0.001,2.223,0.0008888999999999999,0.001,0.8929902327517316
0,0,Upstream Repression,0.001,3.334,0.0008888999999999999,0.001,0.8929902327517316
0,0,Upstream Repression,0.001,4.445,0.0008888999999999999,0.001,0.8929902327517316
0,0,Upstream Repression,0.001,5.556,0.0008888999999999999,0.001,0.8929902327517316
0,0,Upstream Repression,0.001,6.667000000000001,0.0008888999999999999,0.001,0.8929902327517316
0,0,Upstream Repression,0.001,7.7780000000000005,0.0008888999999999999,0.001,0.8929902327517316
0,0,Upstream Repression,0.001,8.889,0.0008888999999999999,0.001,0.8929902327517316
0,0,Upstream Repression,0.001,10.0,0.0008888999999999999,0.001,0.8929902327517316
0,0,Upstream Repression,1.1119999999999999,0.001,0.0008888999999999999,0.001,0.9373151694342129
0,0,Upstream Repression,1.1119999999999999,1.1119999999999999,0.0008888999999999999,0.001,0.9373151694342129
0,0,Upstream Repression,1.1119999999999999,2.223,0.0008888999999999999,0.001,0.9373151694342129
0,0,Upstream Repression,1.1119999999999999,3.334,0.0008888999999999999,0.001,0.9373151694342129
0,0,Upstream Repression,1.1119999999999999,4.445,0.0008888999999999999,0.001,0.9373151694342129
0,0,Upstream Repression,1.1119999999999999,5.556,0.0008888999999999999,0.001,0.9373151694342129
0,0,Upstream Repression,1.1119999999999999,6.667000000000001,0.0008888999999999999,0.001,0.9373151694342129
0,0,Upstream Repression,1.1119999999999999,7.7780000000000005,0.0008888999999999999,0.001,0.9373151694342129
0,0,Upstream Repression,1.1119999999999999,8.889,0.0008888999999999999,0.001,0.9373151694342129
0,0,Upstream Repression,1.1119999999999999,10.0,0.0008888999999999999,0.001,0.9373151694342129
0,0,Upstream Repression,2.223,0.001,0.0008888999999999999,0.001,0.9562959398246474
0,0,Upstream Repression,2.223,1.1119999999999999,0.0008888999999999999,0.001,0.9562959398246474
0,0,Upstream Repression,2.223,2.223,0.0008888999999999999,0.001,0.9562959398246474
0,0,Upstream Repression,2.223,3.334,0.0008888999999999999,0.001,0.9562959398246474
0,0,Upstream Repression,2.223,4.445,0.0008888999999999999,0.001,0.9562959398246474
0,0,Upstream Repression,2.223,5.556,0.0008888999999999999,0.001,0.9562959398246474
0,0,Upstream Repression,2.223,6.667000000000001,0.0008888999999999999,0.001,0.9562959398246474
0,0,Upstream Repression,2.223,7.7780000000000005,0.0008888999999999999,0.001,0.9562959398246474
0,0,Upstream Repression,2.223,8.889,0.0008888999999999999,0.001,0.9562959398246474
0,0,Upstream Repression,2.223,10.0,0.0008888999999999999,0.001,0.9562959398246474
0,0,Upstream Repression,3.334,0.001,0.0008888999999999999,0.001,0.9642144575011455
0,0,Upstream Repression,3.334,1.1119999999999999,0.0008888999999999999,0.001,0.9642144575011455
0,0,Upstream Repression,3.334,2.223,0.0008888999999999999,0.001,0.9642144575011455
0,0,Upstream Repression,3.334,3.334,0.0008888999999999999,0.001,0.9642144575011455
0,0,Upstream Repression,3.334,4.445,0.0008888999999999999,0.001,0.9642144575011455
0,0,Upstream Repression,3.334,5.556,0.0008888999999999999,0.001,0.9642144575011455
0,0,Upstream Repression,3.334,6.667000000000001,0.0008888999999999999,0.001,0.9642144575011455
0,0,Upstream Repression,3.334,7.7780000000000005,0.0008888999999999999,0.001,0.9642144575011455
0,0,Upstream Repression,3.334,8.889,0.0008888999999999999,0.001,0.9642144575011455
0,0,Upstream Repression,3.334,10.0,0.0008888999999999999,0.001,0.9642144575011455
0,0,Upstream Repression,4.445,0.001,0.0008888999999999999,0.001,0.9692095570320045
0,0,Upstream Repression,4.445,1.1119999999999999,0.0008888999999999999,0.001,0.9692095570320045
0,0,Upstream Repression,4.445,2.223,0.0008888999999999999,0.001,0.9692095570320045
0,0,Upstream Repression,4.445,3.334,0.0008888999999999999,0.001,0.9692095570320045
0,0,Upstream Repression,4.445,4.445,0.0008888999999999999,0.001,0.9692095570320045
0,0,Upstream Repression,4.445,5.556,0.0008888999999999999,0.001,0.9692095570320045
0,0,Upstream Repression,4.445,6.667000000000001,0.0008888999999999999,0.001,0.9692095570320045
0,0,Upstream Repression,4.445,7.7780000000000005,0.0008888999999999999,0.001,0.9692095570320045
0,0,Upstream Repression,4.445,8.889,0.0008888999999999999,0.001,0.9692095570320045
0,0,Upstream Repression,4.445,10.0,0.0008888999999999999,0.001,0.9692095570320045
0,0,Upstream Repression,5.556,0.001,0.0008888999999999999,0.001,0.9728491266967436
0,0,Upstream Repression,5.556,1.1119999999999999,0.0008888999999999999,0.001,0.9728491266967436
0,0,Upstream Repression,5.556,2.223,0.0008888999999999999,0.001,0.9728491266967436
0,0,Upstream Repression,5.556,3.334,0.0008888999999999999,0.001,0.9728491266967436
0,0,Upstream Repression,5.556,4.445,0.0008888999999999999,0.001,0.9728491266967436
0,0,Upstream Repression,5.556,5.556,0.0008888999999999999,0.001,0.9728491266967436
0,0,Upstream Repression,5.556,6.667000000000001,0.0008888999999999999,0.001,0.9728491266967436
0,0,Upstream Repression,5.556,7.7780000000000005,0.0008888999999999999,0.001,0.9728491266967436
0,0,Upstream Repression,5.556,8.889,0.0008888999999999999,0.001,0.9728491266967436
0,0,Upstream Repression,5.556,10.0,0.0008888999999999999,0.001,0.9728491266967436
0,0,Upstream Repression,6.667000000000001,0.001,0.0008888999999999999,0.001,0.9756986240893443
0,0,Upstream Repression,6.667000000000001,1.1119999999999999,0.0008888999999999999,0.001,0.9756986240893443
0,0,Upstream Repression,6.667000000000001,2.223,0.0008888999999999999,0.001,0.9756986240893443
0,0,Upstream Repression,6.667000000000001,3.334,0.0008888999999999999,0.001,0.9756986240893443
0,0,Upstream Repression,6.667000000000001,4.445,0.0008888999999999999,0.001,0.9756986240893443
0,0,Upstream Repression,6.667000000000001,5.556,0.0008888999999999999,0.001,0.9756986240893443
0,0,Upstream Repression,6.667000000000001,6.667000000000001,0.0008888999999999999,0.001,0.9756986240893443
0,0,Upstream Repression,6.667000000000001,7.7780000000000005,0.0008888999999999999,0.001,0.9756986240893443
0,0,Upstream Repression,6.667000000000001,8.889,0.0008888999999999999,0.001,0.9756986240893443
0,0,Upstream Repression,6.667000000000001,10.0,0.0008888999999999999,0.001,0.9756986240893443
0,0,Upstream Repression,7.7780000000000005,0.001,0.0008888999999999999,0.001,0.9780284155115841
0,0,Upstream Repression,7.7780000000000005,1.1119999999999999,0.0008888999999999999,0.001,0.9780284155115841
0,0,Upstream Repression,7.7780000000000005,2.223,0.0008888999999999999,0.001,0.9780284155115841
0,0,Upstream Repression,7.7780000000000005,3.334,0.0008888999999999999,0.001,0.9780284155115841
0,0,Upstream Repression,7.7780000000000005,4.445,0.0008888999999999999,0.001,0.9780284155115841
0,0,Upstream Repression,7.7780000000000005,5.556,0.0008888999999999999,0.001,0.9780284155115841
0,0,Upstream Repression,7.7780000000000005,6.667000000000001,0.0008888999999999999,0.001,0.9780284155115841
0,0,Upstream Repression,7.7780000000000005,7.7780000000000005,0.0008888999999999999,0.001,0.9780284155115841
0,0,Upstream Repression,7.7780000000000005,8.889,0.0008888999999999999,0.001,0.9780284155115841
0,0,Upstream Repression,7.7780000000000005,10.0,0.0008888999999999999,0.001,0.9780284155115841
0,0,Upstream Repression,8.889,0.001,0.0008888999999999999,0.001,0.9799899160213007
0,0,Upstream Repression,8.889,1.1119999999999999,0.0008888999999999999,0.001,0.9799899160213007
0,0,Upstream Repression,8.889,2.223,0.0008888999999999999,0.001,0.9799899160213007
0,0,Upstream Repression,8.889,3.334,0.0008888999999999999,0.001,0.9799899160213007
0,0,Upstream Repression,8.889,4.445,0.0008888999999999999,0.001,0.9799899160213007
0,0,Upstream Repression,8.889,5.556,0.0008888999999999999,0.001,0.9799899160213007
0,0,Upstream Repression,8.889,6.667000000000001,0.0008888999999999999,0.001,0.9799899160213007
0,0,Upstream Repression,8.889,7.7780000000000005,0.0008888999999999999,0.001,0.9799899160213007
0,0,Upstream Repression,8.889,8.889,0.0008888999999999999,0.001,0.9799899160213007
0,0,Upstream Repression,8.889,10.0,0.0008888999999999999,0.001,0.9799899160213007
0,0,Upstream Repression,10.0,0.001,0.0008888999999999999,0.001,0.9816768122018807
0,0,Upstream Repression,10.0,1.1119999999999999,0.0008888999999999999,0.001,0.9816768122018807
0,0,Upstream Repression,10.0,2.223,0.0008888999999999999,0.001,0.9816768122018807
0,0,Upstream Repression,10.0,3.334,0.0008888999999999999,0.001,0.9816768122018807
0,0,Upstream Repression,10.0,4.445,0.0008888999999999999,0.001,0.9816768122018807
0,0,Upstream Repression,10.0,5.556,0.0008888999999999999,0.001,0.9816768122018807
0,0,Upstream Repression,10.0,6.667000000000001,0.0008888999999999999,0.001,0.9816768122018807
0,0,Upstream Repression,10.0,7.7780000000000005,0.0008888999999999999,0.001,0.9816768122018807
0,0,Upstream Repression,10.0,8.889,0.0008888999999999999,0.001,0.9816768122018807
0,0,Upstream Repression,10.0,10.0,0.0008888999999999999,0.001,0.9816768122018807
0,0,Upstream Repression,0.001,0.001,0.001,1e-07,0.4995529962892663
0,0,Upstream Repression,0.001,1.1119999999999999,0.001,1e-07,0.4995529962892663
0,0,Upstream Repression,0.001,2.223,0.001,1e-07,0.4995529962892663
0,0,Upstream Repression,0.001,3.334,0.001,1e-07,0.4995529962892663
0,0,Upstream Repression,0.001,4.445,0.001,1e-07,0.4995529962892663
0,0,Upstream Repression,0.001,5.556,0.001,1e-07,0.4995529962892663
0,0,Upstream Repression,0.001,6.667000000000001,0.001,1e-07,0.4995529962892663
0,0,Upstream Repression,0.001,7.7780000000000005,0.001,1e-07,0.4995529962892663
0,0,Upstream Repression,0.001,8.889,0.001,1e-07,0.4995529962892663
0,0,Upstream Repression,0.001,10.0,0.001,1e-07,0.4995529962892663
0,0,Upstream Repression,1.1119999999999999,0.001,0.001,1e-07,0.4953647919635634
0,0,Upstream Repression,1.1119999999999999,1.1119999999999999,0.001,1e-07,0.4953647919635634
0,0,Upstream Repression,1.1119999999999999,2.223,0.001,1e-07,0.4953647919635634
0,0,Upstream Repression,1.1119999999999999,3.334,0.001,1e-07,0.4953647919635634
0,0,Upstream Repression,1.1119999999999999,4.445,0.001,1e-07,0.4953647919635634
0,0,Upstream Repression,1.1119999999999999,5.556,0.001,1e-07,0.4953647919635634
0,0,Upstream Repression,1.1119999999999999,6.667000000000001,0.001,1e-07,0.4953647919635634
0,0,Upstream Repression,1.1119999999999999,7.7780000000000005,0.001,1e-07,0.4953647919635634
0,0,Upstream Repression,1.1119999999999999,8.889,0.001,1e-07,0.4953647919635634
0,0,Upstream Repression,1.1119999999999999,10.0,0.001,1e-07,0.4953647919635634
0,0,Upstream Repression,2.223,0.001,0.001,1e-07,0.4952725231872304
0,0,Upstream Repression,2.223,1.1119999999999999,0.001,1e-07,0.4952725231872304
0,0,Upstream Repression,2.223,2.223,0.001,1e-07,0.4952725231872304
0,0,Upstream Repression,2.223,3.334,0.001,1e-07,0.4952725231872304
0,0,Upstream Repression,2.223,4.445,0.001,1e-07,0.4952725231872304
0,0,Upstream Repression,2.223,5.556,0.001,1e-07,0.4952725231872304
0,0,Upstream Repression,2.223,6.667000000000001,0.001,1e-07,0.4952725231872304
0,0,Upstream Repression,2.223,7.7780000000000005,0.001,1e-07,0.4952725231872304
0,0,Upstream Repression,2.223,8.889,0.001,1e-07,0.4952725231872304
0,0,Upstream Repression,2.223,10.0,0.001,1e-07,0.4952725231872304
0,0,Upstream Repression,3.334,0.001,0.001,1e-07,0.49527991771310775
0,0,Upstream Repression,3.334,1.1119999999999999,0.001,1e-07,0.49527991771310775
0,0,Upstream Repression,3.334,2.223,0.001,1e-07,0.49527991771310775
0,0,Upstream Repression,3.334,3.334,0.001,1e-07,0.49527991771310775
0,0,Upstream Repression,3.334,4.445,0.001,1e-07,0.49527991771310775
0,0,Upstream Repression,3.334,5.556,0.001,1e-07,0.49527991771310775
0,0,Upstream Repression,3.334,6.667000000000001,0.001,1e-07,0.49527991771310775
0,0,Upstream Repression,3.334,7.7780000000000005,0.001,1e-07,0.49527991771310775
0,0,Upstream Repression,3.334,8.889,0.001,1e-07,0.49527991771310775
0,0,Upstream Repression,3.334,10.0,0.001,1e-07,0.49527991771310775
0,0,Upstream Repression,4.445,0.001,0.001,1e-07,0.49531264880023773
0,0,Upstream Repression,4.445,1.1119999999999999,0.001,1e-07,0.49531264880023773
0,0,Upstream Repression,4.445,2.223,0.001,1e-07,0.49531264880023773
0,0,Upstream Repression,4.445,3.334,0.001,1e-07,0.49531264880023773
0,0,Upstream Repression,4.445,4.445,0.001,1e-07,0.49531264880023773
0,0,Upstream Repression,4.445,5.556,0.001,1e-07,0.49531264880023773
0,0,Upstream Repression,4.445,6.667000000000001,0.001,1e-07,0.49531264880023773
0,0,Upstream Repression,4.445,7.7780000000000005,0.001,1e-07,0.49531264880023773
0,0,Upstream Repression,4.445,8.889,0.001,1e-07,0.49531264880023773
0,0,Upstream Repression,4.445,10.0,0.001,1e-07,0.49531264880023773
0,0,Upstream Repression,5.556,0.001,0.001,1e-07,0.4953543149129372
0,0,Upstream Repression,5.556,1.1119999999999999,0.001,1e-07,0.4953543149129372
0,0,Upstream Repression,5.556,2.223,0.001,1e-07,0.4953543149129372
0,0,Upstream Repression,5.556,3.334,0.001,1e-07,0.4953543149129372
0,0,Upstream Repression,5.556,4.445,0.001,1e-07,0.4953543149129372
0,0,Upstream Repression,5.556,5.556,0.001,1e-07,0.4953543149129372
0,0,Upstream Repression,5.556,6.667000000000001,0.001,1e-07,0.4953543149129372
0,0,Upstream Repression,5.556,7.7780000000000005,0.001,1e-07,0.4953543149129372
0,0,Upstream Repression,5.556,8.889,0.001,1e-07,0.4953543149129372
0,0,Upstream Repression,5.556,10.0,0.001,1e-07,0.4953543149129372
0,0,Upstream Repression,6.667000000000001,0.001,0.001,1e-07,0.49539944833073524
0,0,Upstream Repression,6.667000000000001,1.1119999999999999,0.001,1e-07,0.49539944833073524
0,0,Upstream Repression,6.667000000000001,2.223,0.001,1e-07,0.49539944833073524
0,0,Upstream Repression,6.667000000000001,3.334,0.001,1e-07,0.49539944833073524
0,0,Upstream Repression,6.667000000000001,4.445,0.001,1e-07,0.49539944833073524
0,0,Upstream Repression,6.667000000000001,5.556,0.001,1e-07,0.49539944833073524
0,0,Upstream Repression,6.667000000000001,6.667000000000001,0.001,1e-07,0.49539944833073524
0,0,Upstream Repression,6.667000000000001,7.7780000000000005,0.001,1e-07,0.49539944833073524
0,0,Upstream Repression,6.667000000000001,8.889,0.001,1e-07,0.49539944833073524
0,0,Upstream Repression,6.667000000000001,10.0,0.001,1e-07,0.49539944833073524
0,0,Upstream Repression,7.7780000000000005,0.001,0.001,1e-07,0.4954457858717493
0,0,Upstream Repression,7.7780000000000005,1.1119999999999999,0.001,1e-07,0.4954457858717493
0,0,Upstream Repression,7.7780000000000005,2.223,0.001,1e-07,0.4954457858717493
0,0,Upstream Repression,7.7780000000000005,3.334,0.001,1e-07,0.4954457858717493
0,0,Upstream Repression,7.7780000000000005,4.445,0.001,1e-07,0.4954457858717493
0,0,Upstream Repression,7.7780000000000005,5.556,0.001,1e-07,0.4954457858717493
0,0,Upstream Repression,7.7780000000000005,6.667000000000001,0.001,1e-07,0.4954457858717493
0,0,Upstream Repression,7.7780000000000005,7.7780000000000005,0.001,1e-07,0.4954457858717493
0,0,Upstream Repression,7.7780000000000005,8.889,0.001,1e-07,0.4954457858717493
0,0,Upstream Repression,7.7780000000000005,10.0,0.001,1e-07,0.4954457858717493
0,0,Upstream Repression,8.889,0.001,0.001,1e-07,0.4954923007754975
0,0,Upstream Repression,8.889,1.1119999999999999,0.001,1e-07,0.4954923007754975
0,0,Upstream Repression,8.889,2.223,0.001,1e-07,0.4954923007754975
0,0,Upstream Repression,8.889,3.334,0.001,1e-07,0.4954923007754975
0,0,Upstream Repression,8.889,4.445,0.001,1e-07,0.4954923007754975
0,0,Upstream Repression,8.889,5.556,0.001,1e-07,0.4954923007754975
0,0,Upstream Repression,8.889,6.667000000000001,0.001,1e-07,0.4954923007754975
0,0,Upstream Repression,8.889,7.7780000000000005,0.001,1e-07,0.4954923007754975
0,0,Upstream Repression,8.889,8.889,0.001,1e-07,0.4954923007754975
0,0,Upstream Repression,8.889,10.0,0.001,1e-07,0.4954923007754975
0,0,Upstream Repression,10.0,0.001,0.001,1e-07,0.4955384997959089
0,0,Upstream Repression,10.0,1.1119999999999999,0.001,1e-07,0.4955384997959089
0,0,Upstream Repression,10.0,2.223,0.001,1e-07,0.4955384997959089
0,0,Upstream Repression,10.0,3.334,0.001,1e-07,0.4955384997959089
0,0,Upstream Repression,10.0,4.445,0.001,1e-07,0.4955384997959089
0,0,Upstream Repression,10.0,5.556,0.001,1e-07,0.4955384997959089
0,0,Upstream Repression,10.0,6.667000000000001,0.001,1e-07,0.4955384997959089
0,0,Upstream Repression,10.0,7.7780000000000005,0.001,1e-07,0.4955384997959089
0,0,Upstream Repression,10.0,8.889,0.001,1e-07,0.4955384997959089
0,0,Upstream Repression,10.0,10.0,0.001,1e-07,0.4955384997959089
0,0,Upstream Repression,0.001,0.001,0.001,0.00011119999999999999,0.5285409778768826
0,0,Upstream Repression,0.001,1.1119999999999999,0.001,0.00011119999999999999,0.5285409778768826
0,0,Upstream Repression,0.001,2.223,0.001,0.00011119999999999999,0.5285409778768826
0,0,Upstream Repression,0.001,3.334,0.001,0.00011119999999999999,0.5285409778768826
0,0,Upstream Repression,0.001,4.445,0.001,0.00011119999999999999,0.5285409778768826
0,0,Upstream Repression,0.001,5.556,0.001,0.00011119999999999999,0.5285409778768826
0,0,Upstream Repression,0.001,6.667000000000001,0.001,0.00011119999999999999,0.5285409778768826
0,0,Upstream Repression,0.001,7.7780000000000005,0.001,0.00011119999999999999,0.5285409778768826
0,0,Upstream Repression,0.001,8.889,0.001,0.00011119999999999999,0.5285409778768826
0,0,Upstream Repression,0.001,10.0,0.001,0.00011119999999999999,0.5285409778768826
0,0,Upstream Repression,1.1119999999999999,0.001,0.001,0.00011119999999999999,0.20190741816800412
0,0,Upstream Repression,1.1119999999999999,1.1119999999999999,0.001,0.00011119999999999999,0.20190741816800412
0,0,Upstream Repression,1.1119999999999999,2.223,0.001,0.00011119999999999999,0.20190741816800412
0,0,Upstream Repression,1.1119999999999999,3.334,0.001,0.00011119999999999999,0.20190741816800412
0,0,Upstream Repression,1.1119999999999999,4.445,0.001,0.00011119999999999999,0.20190741816800412
0,0,Upstream Repression,1.1119999999999999,5.556,0.001,0.00011119999999999999,0.20190741816800412
0,0,Upstream Repression,1.1119999999999999,6.667000000000001,0.001,0.00011119999999999999,0.20190741816800412
0,0,Upstream Repression,1.1119999999999999,7.7780000000000005,0.001,0.00011119999999999999,0.20190741816800412
0,0,Upstream Repression,1.1119999999999999,8.889,0.001,0.00011119999999999999,0.20190741816800412
