,Method,Computational Time,Best Loss,Function Evaluations,Message
0,Gradient-Based,11.149292945861816,0.07438125484676197,320.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,13.46690320968628,0.07276426451846726,505.0,Max. number of function evaluations reached
0,Gradient-Based,8.882629871368408,0.07064789183848766,270.0,Linear search failed
0,Gradient-Based,4.089586019515991,0.07013813414968258,105.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,6.050543785095215,0.06998462703827388,165.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,7.903740882873535,0.0761985554475185,210.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,0.7949128150939941,0.10749433741920318,20.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,13.71173906326294,0.16002163144565257,310.0,Linear search failed
0,Gradient-Based,5.4711267948150635,0.078352784521122,185.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,2.4997620582580566,0.34135880201508223,65.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,0.8280649185180664,0.36905354981013433,20.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,6.570008993148804,0.09385324588875837,185.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,9.104772806167603,0.07214148062103466,265.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.915966033935547,0.15078516261078287,100.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,6.585337162017822,0.07003852087231782,180.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.9145419597625732,0.0700694278368422,115.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,6.337045192718506,0.07981464752503176,160.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,10.550147771835327,0.07007507302558613,300.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,10.693122148513794,0.07025313743682907,310.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.455487012863159,0.15828989269751798,95.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,14.92413592338562,0.30910453560429046,375.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,7.039524078369141,0.07970304545220977,205.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,5.3549439907073975,0.1705479908106523,120.0,Linear search failed
0,Gradient-Based,11.645196914672852,0.2615151991907988,255.0,Linear search failed
0,Gradient-Based,16.72309899330139,0.07057827955677819,470.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.9137401580810547,0.06985855940283231,100.0,Converged (|x_n-x_(n-1)| ~= 0)
0,Gradient-Based,1.6902949810028076,0.8010978384035462,35.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,2.586745023727417,0.21428655605964628,60.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,5.425933122634888,0.45535759217324673,125.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,15.580297231674194,0.5761068451038709,295.0,Linear search failed
0,Gradient-Based,8.745572090148926,0.0710220365693093,265.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,17.11696481704712,0.06991436587343311,505.0,Max. number of function evaluations reached
0,Gradient-Based,6.1912620067596436,0.07847656158485657,165.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,8.118213176727295,0.07320195961250561,230.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,5.0656468868255615,0.11282878260084289,130.0,Converged (|f_n-f_(n-1)| ~= 0)
0,Gradient-Based,3.6960909366607666,0.46336092760361497,85.0,Converged (|f_n-f_(n-1)| ~= 0)
