,circuit,loss,k1,k2,theta1,theta2,Circuit,best_losses,Best_Loss_Circuit
0,"((0, 1, 0), (1, 0, 0))",32992296.891469985,2.0060029494776943,3.717994665218125,5.289573403950868,3.153211968811524,Dual Control,1000.0,Initial
1,"((0, 1, 0), (1, 0, 0))",39.8919447902019,0.02814279932244838,0.6523971693995494,0.1889062421404045,6.047032886063379,Dual Control,39.8919447902019,Dual Control
2,"((0, 0, 1), (1, 0, 0))",3821072.5176555472,0.5110579131308587,1.1867949842372618,9.746585984764362,6.996304005214451,Downstream Activation,39.8919447902019,Dual Control
3,"((0, 1, 0), (1, 0, 0))",3320146.3610476106,2.959793216050632,0.7001546214982547,2.7554341405275204,8.893576888821483,Dual Control,39.8919447902019,Dual Control
4,"((0, 0, 1), (1, 0, 0))",68447849.9546979,2.1627640449780836,4.175423004296996,3.141855192730099,7.131148837192437,Downstream Activation,39.8919447902019,Dual Control
5,"((0, 0, 1), (0, 0, 1))",91125137.07198037,2.495461637243489,0.48429120539458237,1.0745266517478755,8.960250838763825,No Control,39.8919447902019,Dual Control
6,"((0, 1, 0), (0, 0, 1))",8003.772165773286,0.02104419510392788,3.1501241273678993,2.0334097854646562,1.608603975024403,Upstream Repression,39.8919447902019,Dual Control
7,"((0, 1, 0), (0, 0, 1))",35855687.23958751,2.410513489037094,3.3334591695345144,2.6323950096226865,4.501109865818917,Upstream Repression,39.8919447902019,Dual Control
8,"((0, 1, 0), (1, 0, 0))",7855868.961118299,2.946948135385652,1.854771002711756,1.7862571773013283,3.311892221403585,Dual Control,39.8919447902019,Dual Control
9,"((0, 0, 1), (0, 0, 1))",78631025.86255462,2.318051599439171,1.2019719336910506,8.985127317789965,9.951345151982869,No Control,39.8919447902019,Dual Control
10,"((0, 0, 1), (1, 0, 0))",315352789.74736786,4.64218186998789,3.916383515378935,1.1895875161980425,6.494820108874444,Downstream Activation,39.8919447902019,Dual Control
11,"((0, 0, 1), (0, 0, 1))",74412385.949556,2.254921839735385,2.4600338090446248,6.790339221686852,6.52172227064019,No Control,39.8919447902019,Dual Control
12,"((0, 1, 0), (0, 0, 1))",395689.45265386696,0.4097916336115408,0.7671143849567772,0.8193150644654893,5.403070821138062,Upstream Repression,39.8919447902019,Dual Control
13,"((0, 1, 0), (1, 0, 0))",52665384.21406265,4.420244304698335,1.545025657229354,4.335744952014213,2.5009683721688676,Dual Control,39.8919447902019,Dual Control
14,"((0, 0, 1), (0, 0, 1))",645906.0764887861,0.2098960189306084,3.3145737910643316,9.028229951768592,1.121239714691613,No Control,39.8919447902019,Dual Control
15,"((0, 1, 0), (1, 0, 0))",87401.98129841301,0.23286504564197844,4.874337499673865,0.9048632783859861,5.305559036104451,Dual Control,39.8919447902019,Dual Control
16,"((0, 0, 1), (0, 0, 1))",13239567.216782704,0.9511622483743655,3.69650045766377,0.8363450672183311,9.781495042254951,No Control,39.8919447902019,Dual Control
17,"((0, 0, 1), (0, 0, 1))",177322539.39811614,3.481015399083697,1.7331975556038768,1.9394890661854047,7.977210731283041,No Control,39.8919447902019,Dual Control
18,"((0, 1, 0), (0, 0, 1))",57580519.325456895,2.0966732702989366,3.7105747068642083,9.006413338094383,7.581128992501672,Upstream Repression,39.8919447902019,Dual Control
19,"((0, 0, 1), (0, 0, 1))",287840491.1806966,4.4350572085594,1.2282824386596165,0.9389414147277719,7.818519861336298,No Control,39.8919447902019,Dual Control
20,"((0, 1, 0), (0, 0, 1))",405085.40241105936,0.16862428736056512,1.0333219176170694,6.660567838298463,0.06965415437062106,Upstream Repression,39.8919447902019,Dual Control
21,"((0, 1, 0), (0, 0, 1))",149930508.11759606,4.49319259970634,4.884720726811588,3.9883253848308478,0.053491308464918896,Upstream Repression,39.8919447902019,Dual Control
22,"((0, 1, 0), (0, 0, 1))",865171.4698219826,4.787259904694372,2.175123589602854,0.12999572644979462,2.738995409919413,Upstream Repression,39.8919447902019,Dual Control
23,"((0, 1, 0), (1, 0, 0))",37562.82961213183,0.05813011585253462,0.3782057803904394,9.517074185252318,9.390161118960936,Dual Control,39.8919447902019,Dual Control
24,"((0, 1, 0), (1, 0, 0))",13800766.618154509,1.224290002668091,3.0354851551469917,7.989539141420129,6.72419189420207,Dual Control,39.8919447902019,Dual Control
25,"((0, 1, 0), (0, 0, 1))",21631846.77160715,1.260744572442746,4.746626505578336,6.067972338294851,9.767324301548237,Upstream Repression,39.8919447902019,Dual Control
26,"((0, 0, 1), (1, 0, 0))",365460251.4921715,4.99736987774896,0.5926630250810585,8.565675558932654,0.18154554944088996,Downstream Activation,39.8919447902019,Dual Control
27,"((0, 1, 0), (1, 0, 0))",18957.73913571085,4.751975667496709,0.05848810913264002,0.2110206713354883,0.07069628746399115,Dual Control,39.8919447902019,Dual Control
28,"((0, 1, 0), (0, 0, 1))",133267586.90454137,3.582049651592744,2.481431898712926,9.600367903111499,2.1311129982510018,Upstream Repression,39.8919447902019,Dual Control
29,"((0, 1, 0), (1, 0, 0))",8677115.058849856,0.9790380619908912,4.854307776081945,6.56643794213324,7.656129951992764,Dual Control,39.8919447902019,Dual Control
30,"((0, 1, 0), (0, 0, 1))",504943.6674991731,1.1161091706803405,0.16777588464143722,1.7223357557797252,9.541339893640098,Upstream Repression,39.8919447902019,Dual Control
31,"((0, 0, 1), (1, 0, 0))",45365.90856233314,0.055612406780852996,2.273806855502899,6.469638709586647,1.1668022689307502,Downstream Activation,39.8919447902019,Dual Control
32,"((0, 1, 0), (1, 0, 0))",33340850.205091793,3.851695937333357,1.2723938352374011,3.2970674417257944,0.43640577933966007,Dual Control,39.8919447902019,Dual Control
33,"((0, 1, 0), (1, 0, 0))",80179.30832618065,1.8773410917708915,2.682824791141038,0.30493292882725265,5.11515611115316,Dual Control,39.8919447902019,Dual Control
34,"((0, 0, 1), (1, 0, 0))",147440194.28514874,3.174204252806102,4.86131766584009,0.4114564692678897,3.0408816160288112,Downstream Activation,39.8919447902019,Dual Control
35,"((0, 1, 0), (0, 0, 1))",84353335.76088254,3.3354615833264583,3.715641447825891,4.016726879817999,2.4787588410274264,Upstream Repression,39.8919447902019,Dual Control
36,"((0, 1, 0), (1, 0, 0))",8119759.531116237,0.881091794518214,4.036980372611238,9.814685307943705,9.99800060081479,Dual Control,39.8919447902019,Dual Control
37,"((0, 1, 0), (0, 0, 1))",18568277.268880386,1.2958460147710202,1.4169016813865207,7.63106604579087,6.201298915975126,Upstream Repression,39.8919447902019,Dual Control
38,"((0, 0, 1), (1, 0, 0))",33264331.818437997,1.5077290247774178,2.5977402259550666,5.536942973517621,4.0469337474573415,Downstream Activation,39.8919447902019,Dual Control
39,"((0, 1, 0), (1, 0, 0))",41148.0368667363,0.053529241747530154,2.133294363429656,6.674446446080744,1.4485216725372978,Dual Control,39.8919447902019,Dual Control
40,"((0, 1, 0), (0, 0, 1))",61658.876410271965,0.06389138876979845,4.332304879602924,2.8382857447284007,1.1505078875848729,Upstream Repression,39.8919447902019,Dual Control
41,"((0, 1, 0), (1, 0, 0))",5850313.356660871,3.6517600532645527,0.9575589776568508,2.563436975306624,7.254408158013025,Dual Control,39.8919447902019,Dual Control
42,"((0, 0, 1), (1, 0, 0))",66548397.90532162,3.533542078330905,0.07591429006579542,3.01448537700853,9.72038868605268,Downstream Activation,39.8919447902019,Dual Control
43,"((0, 1, 0), (0, 0, 1))",60001410.82376536,3.218385121751085,1.8661893693148361,4.938538612269379,4.083585294536825,Upstream Repression,39.8919447902019,Dual Control
44,"((0, 0, 1), (0, 0, 1))",304253836.55913866,4.559700420239702,4.676265264910224,4.051394967448555,2.2253035849915848,No Control,39.8919447902019,Dual Control
45,"((0, 1, 0), (1, 0, 0))",215266.99290906754,1.6881814308611038,0.02525462734589834,4.2345616914794135,6.083099108686738,Dual Control,39.8919447902019,Dual Control
46,"((0, 1, 0), (0, 0, 1))",2279651.973941016,0.7332303064808484,0.15257659832874637,8.264541521929615,8.05505475499754,Upstream Repression,39.8919447902019,Dual Control
47,"((0, 0, 1), (0, 0, 1))",147560.2546415117,1.0864401367178183,0.003571235974677567,5.899753466277183,4.098281778860944,No Control,39.8919447902019,Dual Control
48,"((0, 1, 0), (1, 0, 0))",687167.0657197739,0.554499802351956,3.2372732574785292,1.3948718438960535,3.959955160806128,Dual Control,39.8919447902019,Dual Control
49,"((0, 1, 0), (0, 0, 1))",4637660.413025462,1.8894503540943863,3.0141539196483063,0.5783943051873195,3.662323004938037,Upstream Repression,39.8919447902019,Dual Control
50,"((0, 0, 1), (1, 0, 0))",18577245.696704835,1.1267723293311303,2.438075619114425,7.755564574331439,9.045153640091328,Downstream Activation,39.8919447902019,Dual Control
51,"((0, 0, 1), (0, 0, 1))",180402409.9861412,3.51107765611691,4.684228646556047,3.5946663375198993,4.421612939906684,No Control,39.8919447902019,Dual Control
52,"((0, 1, 0), (1, 0, 0))",55379320.957904115,2.7176140554220263,4.120353081957369,8.59031138812346,8.707777585640379,Dual Control,39.8919447902019,Dual Control
53,"((0, 1, 0), (0, 0, 1))",157036519.86126432,4.09350826356702,4.256396948836492,5.771142893625117,6.471406083020713,Upstream Repression,39.8919447902019,Dual Control
54,"((0, 1, 0), (1, 0, 0))",41522396.47978066,2.2467019004872966,2.2927667696780842,5.727496116938714,1.6367997173752942,Dual Control,39.8919447902019,Dual Control
55,"((0, 0, 1), (0, 0, 1))",1983226.3229269984,0.3680407983279643,3.5872813058664788,7.42430562864628,2.27868711789436,No Control,39.8919447902019,Dual Control
56,"((0, 1, 0), (0, 0, 1))",15599860.80581509,1.689014622894275,2.890599645496084,1.9355760890445017,1.1848406515709045,Upstream Repression,39.8919447902019,Dual Control
57,"((0, 1, 0), (1, 0, 0))",8542851.097977793,3.7533911268798956,0.6705242215579068,3.7786402926490905,8.210427284384926,Dual Control,39.8919447902019,Dual Control
58,"((0, 0, 1), (1, 0, 0))",241477700.34293124,4.0621740703976466,1.4627873033059824,3.268186076347804,2.3123113722658073,Downstream Activation,39.8919447902019,Dual Control
59,"((0, 1, 0), (0, 0, 1))",34001968.77235426,2.5912803573445116,1.6672580425495764,3.9542777923771175,8.12873539121807,Upstream Repression,39.8919447902019,Dual Control
60,"((0, 1, 0), (1, 0, 0))",26.36340382242751,1.2340130341081181,1.3520454765582863,0.013500204286346879,4.110770653225471,Dual Control,26.36340382242751,Dual Control
61,"((0, 1, 0), (1, 0, 0))",7896.509668288371,1.3998721393750064,1.236122501661137,0.14766613594645986,3.9733620324680894,Dual Control,26.36340382242751,Dual Control
62,"((0, 1, 0), (1, 0, 0))",413808.07638230093,0.5889482937471624,1.7629195280350756,1.5823986409793331,6.006938317610922,Dual Control,26.36340382242751,Dual Control
63,"((0, 1, 0), (1, 0, 0))",42014.055541427595,0.47928805234110883,0.03499755530509019,2.3915697655229753,4.5012085385380844,Dual Control,26.36340382242751,Dual Control
64,"((0, 1, 0), (1, 0, 0))",496.3022777515822,1.5104447985419471,0.48680517238984433,0.07833328639166737,5.942485904487258,Dual Control,26.36340382242751,Dual Control
65,"((0, 1, 0), (1, 0, 0))",115974.2696174057,1.4675684131564242,0.5281567741031674,0.761165556015824,5.824841036354844,Dual Control,26.36340382242751,Dual Control
66,"((0, 1, 0), (1, 0, 0))",8054.335273197704,2.370739538317998,1.0133699140699508,0.17102676944744388,6.928766168978986,Dual Control,26.36340382242751,Dual Control
67,"((0, 1, 0), (1, 0, 0))",379496.241259856,0.9633114822886887,1.552136010447692,0.9429502210783409,4.217799428687936,Dual Control,26.36340382242751,Dual Control
68,"((0, 1, 0), (1, 0, 0))",753507.5763124282,1.7483215462690167,0.327075560562579,1.84481820009238,4.98395900202955,Dual Control,26.36340382242751,Dual Control
69,"((0, 1, 0), (1, 0, 0))",695902.1547140253,2.1270652079255705,0.8839946442160729,0.8018357855083652,2.852949913817501,Dual Control,26.36340382242751,Dual Control
70,"((0, 1, 0), (1, 0, 0))",3073.3557524926123,1.24653900988047,1.3089389901241275,0.13995924666091578,6.450536095695973,Dual Control,26.36340382242751,Dual Control
71,"((0, 1, 0), (1, 0, 0))",484668.4339256727,0.807563875301114,0.32005586358754223,2.9450715566951677,7.740486418601655,Dual Control,26.36340382242751,Dual Control
72,"((0, 1, 0), (1, 0, 0))",8999724.032832919,2.6362074484765015,1.9327344554753019,2.0890409130554106,3.4719323199629284,Dual Control,26.36340382242751,Dual Control
73,"((0, 1, 0), (1, 0, 0))",100711.11907578025,0.39701307367656824,0.6869452996205684,1.3303088400988683,5.527673218797225,Dual Control,26.36340382242751,Dual Control
74,"((0, 1, 0), (1, 0, 0))",39465641.39128774,2.984067711253868,1.5684956096123586,4.955358016078991,2.359585993223747,Dual Control,26.36340382242751,Dual Control
75,"((0, 1, 0), (1, 0, 0))",2.251617526876252,0.00024811376666286286,1.0108930287554525,0.7686295152064452,4.7879667221149305,Dual Control,2.251617526876252,Dual Control
76,"((0, 1, 0), (1, 0, 0))",3117.960049707612,0.03186004651371531,2.3542195670161634,0.7890355297862822,4.548491564719751,Dual Control,2.251617526876252,Dual Control
77,"((0, 0, 1), (0, 0, 1))",186609287.29506192,3.571005572777153,2.5808917808549072,9.984360268302371,6.050468527758775,No Control,2.251617526876252,Dual Control
78,"((0, 0, 1), (1, 0, 0))",111469971.91531944,2.759986866062465,3.547308305838979,9.777871364435814,5.190314209897123,Downstream Activation,2.251617526876252,Dual Control
79,"((0, 1, 0), (1, 0, 0))",466404.2105850219,0.22183090150886794,2.831291184139645,3.268908090706141,3.58251371913558,Dual Control,2.251617526876252,Dual Control
80,"((0, 1, 0), (1, 0, 0))",710.7656017565727,0.007783395949133354,1.877318456339773,2.1236108545389514,4.7109396338072855,Dual Control,2.251617526876252,Dual Control
81,"((0, 1, 0), (1, 0, 0))",960463.5761335136,0.7369621373044983,1.1513871202154222,1.4544307279222977,2.1710144141353735,Dual Control,2.251617526876252,Dual Control
82,"((0, 0, 1), (0, 0, 1))",30751268.61573377,1.4495997844122068,4.972949715144319,3.1614816211429515,0.07304271801654227,No Control,2.251617526876252,Dual Control
83,"((0, 0, 1), (1, 0, 0))",76613069.3028648,2.288115105957248,4.773117917773207,1.654085561569909,8.910016122599844,Downstream Activation,2.251617526876252,Dual Control
84,"((0, 1, 0), (1, 0, 0))",19924.763842496035,0.2931091830346979,1.470380626639458,0.5710866588483918,5.379398010457002,Dual Control,2.251617526876252,Dual Control
85,"((0, 1, 0), (1, 0, 0))",666018.7741515436,1.1318813218538593,0.8818516512557657,1.1676479166877702,3.0262678719928444,Dual Control,2.251617526876252,Dual Control
86,"((0, 1, 0), (1, 0, 0))",13064575.367954206,3.373295825288091,2.0808775279962974,2.867551228425882,6.570910168026787,Dual Control,2.251617526876252,Dual Control
87,"((0, 0, 1), (0, 0, 1))",246673516.22330624,4.105679079270037,0.21366235976757064,4.98154061744283,3.175125966571253,No Control,2.251617526876252,Dual Control
88,"((0, 0, 1), (1, 0, 0))",262063260.5446008,4.231780972324347,3.1668506497057387,4.741146397434136,0.10645972218455846,Downstream Activation,2.251617526876252,Dual Control
