,index,circuit,loss,theta_paf_prom1,theta_paf_prom2,theta_paf_prom3,theta_paca_prom1,theta_paca_prom2,theta_paca_prom3,k_paf_papA,k_paf_papB,k_paf_papC,k_paf_prom2,k_paf_prom3,k_paca_papA,k_paca_papB,k_paca_papC,k_paca_prom2,k_paca_prom3,best_losses,best_loss_circuit,perturb1,perturb0,Circuit,Best Circuit
28,28,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.1809829709081046,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-A1-N,R1-A1-N
29,29,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 1, 0, 0, 0))",10000.055773158623,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-A1-A2,R1-A1-N
30,30,"((0, 0, 1, 0, 0), (0, 0, 0, 1, 0), (0, 0, 0, 0, 1))",0.19710817301372557,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-R2-N,R1-A1-N
31,31,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 1, 0, 0, 0))",10000.137714369312,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-A1-A2,R1-A1-N
32,32,"((0, 0, 1, 0, 0), (0, 0, 0, 1, 0), (0, 0, 0, 0, 1))",0.21836058323288574,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-R2-N,R1-A1-N
33,33,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 1, 0, 0, 0))",10000.08475888598,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-A1-A2,R1-A1-N
34,34,"((0, 0, 1, 0, 0), (0, 0, 0, 1, 0), (0, 0, 0, 0, 1))",0.23746234295108595,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-R2-N,R1-A1-N
35,35,"((0, 0, 0, 1, 0), (0, 0, 0, 0, 1), (1, 0, 0, 0, 0))",0.1946537755047779,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R2-N-A1,R1-A1-N
36,36,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 1, 0, 0, 0))",10000.088226566118,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-A1-A2,R1-A1-N
37,37,"((0, 0, 0, 1, 0), (0, 0, 0, 0, 1), (0, 0, 0, 0, 1))",0.24380345154428923,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R2-N-N,R1-A1-N
38,38,"((0, 0, 1, 0, 0), (0, 0, 0, 1, 0), (0, 1, 0, 0, 0))",0.10790706948813329,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-R2-A2,R1-A1-N
39,39,"((0, 0, 0, 1, 0), (1, 0, 0, 0, 0), (0, 1, 0, 0, 0))",10000.114752392567,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R2-A1-A2,R1-A1-N
40,40,"((0, 0, 1, 0, 0), (0, 0, 0, 0, 1), (0, 0, 0, 0, 1))",0.2088125136421881,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-N-N,R1-A1-N
41,41,"((0, 0, 0, 1, 0), (0, 0, 0, 1, 0), (1, 0, 0, 0, 0))",0.21434009826158268,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R2-R2-A1,R1-A1-N
42,42,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 1, 0, 0, 0))",10000.189222669382,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-A1-A2,R1-A1-N
43,43,"((0, 0, 1, 0, 0), (0, 0, 0, 0, 1), (0, 1, 0, 0, 0))",0.1337566281461857,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-N-A2,R1-A1-N
44,44,"((0, 0, 0, 1, 0), (1, 0, 0, 0, 0), (1, 0, 0, 0, 0))",10000.116804379313,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R2-A1-A1,R1-A1-N
45,45,"((0, 0, 1, 0, 0), (0, 0, 0, 1, 0), (0, 0, 0, 0, 1))",0.23606356272074108,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-R2-N,R1-A1-N
46,46,"((0, 0, 0, 0, 1), (1, 0, 0, 0, 0), (0, 1, 0, 0, 0))",10000.084637533391,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,N-A1-A2,R1-A1-N
47,47,"((0, 0, 1, 0, 0), (0, 0, 0, 1, 0), (0, 0, 0, 0, 1))",0.26595152553526796,7.453850757284448,7.71500451692795,0.9909334001078405,0.13912644043543296,8.581641047019655,1.63783452346226,3.7490375619010234,3.0788889218061066,0.15392106144426926,4.931420715085313,4.582365515639106,4.6837479220150025,4.650745883583896,3.0145933439185533,3.656564554228305,4.551009451960601,0.05264989261508611,"((0, 0, 1, 0, 0), (1, 0, 0, 0, 0), (0, 0, 0, 0, 1))",0.0005,50.0,R1-R2-N,R1-A1-N
