,index,circuit,loss,r_lac_ol,r_lac_oli,r_bad_oli,r_tl_ngl,r_tl_tetR_ngl,r_fl_prime_nml,ki_nml,r_tl_lnml,r_ar2_lnml,best_losses,best_loss_circuit
330,330,Negative Metabolic Loop,0.8935932563928688,,,,,,2.8233121095626057e-08,0.005699544990074773,,,0.014061622642932741,Negative Metabolic Loop
331,331,Open Loop Intermediate,113.79475077036398,,4.140441483657972e-08,8.422843785385699e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
332,332,Negative Metabolic Loop,0.2357715650920254,,,,,,3.505845301106288e-08,0.000304259023092704,,,0.014061622642932741,Negative Metabolic Loop
333,333,Negative Metabolic Loop,0.9418529929066328,,,,,,2.0194220872298874e-08,0.00902293955937585,,,0.014061622642932741,Negative Metabolic Loop
334,334,Negative Metabolic Loop,1.0106610569208652,,,,,,4.38072047453332e-08,0.004639218368628024,,,0.014061622642932741,Negative Metabolic Loop
335,335,Negative Gene Loop,1.5183408248807002,,,,4.805454361522457e-08,9.616560580285238e-08,,,,,0.014061622642932741,Negative Metabolic Loop
336,336,Negative Metabolic Loop,1.5415946071849742,,,,,,3.785867366301852e-08,0.012801378415389168,,,0.014061622642932741,Negative Metabolic Loop
337,337,Layered Negative Metabolic Loop,16.158437039492433,,,,,,,,9.951959450546346e-08,6.643898066240617e-08,0.014061622642932741,Negative Metabolic Loop
338,338,Negative Metabolic Loop,1.2405887315967308,,,,,,1.8338162181160456e-08,0.01764768597541959,,,0.014061622642932741,Negative Metabolic Loop
339,339,Negative Metabolic Loop,1.4137303121227776,,,,,,2.6656648837423317e-08,0.01551536786651124,,,0.014061622642932741,Negative Metabolic Loop
340,340,Open Loop,172.95829267856928,9.99044974576232e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
341,341,Open Loop Intermediate,33.006862851006865,,1.2061331254918914e-08,2.4251865183985397e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
342,342,Negative Metabolic Loop,0.4329292126539909,,,,,,2.2726594189585133e-08,0.00162974630564306,,,0.014061622642932741,Negative Metabolic Loop
343,343,Negative Metabolic Loop,1.799233049713973,,,,,,5.6995599551453314e-08,0.011444661286028146,,,0.014061622642932741,Negative Metabolic Loop
344,344,Negative Metabolic Loop,2.619567301315091,,,,,,1.4784094802646856e-08,0.108445203644911,,,0.014061622642932741,Negative Metabolic Loop
345,345,Negative Gene Loop,6.691122897790393,,,,9.531607092066246e-08,8.19933611260149e-09,,,,,0.014061622642932741,Negative Metabolic Loop
346,346,Negative Metabolic Loop,2.102923594560963,,,,,,3.3689231962570136e-08,0.027447966102575275,,,0.014061622642932741,Negative Metabolic Loop
347,347,Layered Negative Metabolic Loop,7.300741470230371,,,,,,,,8.654751086358156e-09,8.38757136796361e-08,0.014061622642932741,Negative Metabolic Loop
348,348,Negative Metabolic Loop,1.2977443374990707,,,,,,4.2146512640441185e-08,0.008042957993274742,,,0.014061622642932741,Negative Metabolic Loop
349,349,Negative Metabolic Loop,0.07970784349133668,,,,,,1.6778412320970564e-08,7.208410810914486e-05,,,0.014061622642932741,Negative Metabolic Loop
350,350,Open Loop Intermediate,186.33483299514677,,9.41940749388359e-08,4.6525587107287833e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
351,351,Open Loop,11.332464338185193,6.545879606262584e-09,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
352,352,Negative Metabolic Loop,1.3874708092468269,,,,,,1.1835566989680381e-08,0.03593084193845117,,,0.014061622642932741,Negative Metabolic Loop
353,353,Negative Metabolic Loop,1.8679971395071235,,,,,,3.011273935988632e-08,0.024219984275466698,,,0.014061622642932741,Negative Metabolic Loop
354,354,Negative Metabolic Loop,0.8455909821854292,,,,,,2.5072205301780353e-08,0.0057633963321271405,,,0.014061622642932741,Negative Metabolic Loop
355,355,Negative Gene Loop,2.1172879706586762,,,,5.436845589572152e-08,3.65523907368444e-08,,,,,0.014061622642932741,Negative Metabolic Loop
356,356,Negative Metabolic Loop,2.355168025963671,,,,,,7.714155146302827e-08,0.014467581064532407,,,0.014061622642932741,Negative Metabolic Loop
357,357,Negative Metabolic Loop,0.6560487082566928,,,,,,3.90859257617942e-08,0.002166957629690141,,,0.014061622642932741,Negative Metabolic Loop
358,358,Layered Negative Metabolic Loop,14.736185717295232,,,,,,,,5.85980701774096e-08,7.536131717737454e-08,0.014061622642932741,Negative Metabolic Loop
359,359,Negative Metabolic Loop,2.787479315452483,,,,,,1.9384718655422938e-08,0.09079186984089921,,,0.014061622642932741,Negative Metabolic Loop
360,360,Open Loop,145.51439843089614,8.405230306432832e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
361,361,Open Loop Intermediate,156.5251266524104,,7.409704345144559e-08,5.6491662263380334e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
362,362,Negative Metabolic Loop,0.45428586990132,,,,,,2.415001642148933e-09,0.02016848010790636,,,0.014061622642932741,Negative Metabolic Loop
363,363,Negative Metabolic Loop,0.07530499761385137,,,,,,4.924774755019982e-08,2.1425806659497685e-05,,,0.014061622642932741,Negative Metabolic Loop
364,364,Negative Metabolic Loop,0.6299161689865069,,,,,,7.789086547276652e-09,0.010859724114496426,,,0.014061622642932741,Negative Metabolic Loop
365,365,Negative Gene Loop,0.9458374738541726,,,,1.9494325194563233e-08,4.5684997334849645e-08,,,,,0.014061622642932741,Negative Metabolic Loop
366,366,Negative Metabolic Loop,2.157295936257532,,,,,,3.238631579454396e-08,0.030183251279571343,,,0.014061622642932741,Negative Metabolic Loop
367,367,Negative Metabolic Loop,1.1075425578600684,,,,,,1.4235083221004549e-08,0.018312200090244753,,,0.014061622642932741,Negative Metabolic Loop
368,368,Layered Negative Metabolic Loop,10.410948951154952,,,,,,,,3.3580657724295175e-08,6.045821750271262e-08,0.014061622642932741,Negative Metabolic Loop
369,369,Negative Metabolic Loop,0.3176791999530776,,,,,,5.9790618170319904e-09,0.003493229504263133,,,0.014061622642932741,Negative Metabolic Loop
370,370,Open Loop,166.64366001939135,9.62570278535044e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
371,371,Open Loop Intermediate,114.7797105050482,,6.082264220419937e-08,1.896281965537056e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
372,372,Negative Metabolic Loop,0.8611311385282063,,,,,,2.2646420940012255e-08,0.0066548905093611055,,,0.014061622642932741,Negative Metabolic Loop
373,373,Negative Metabolic Loop,1.9511647579716034,,,,,,3.659735946299387e-08,0.02153326888595225,,,0.014061622642932741,Negative Metabolic Loop
374,374,Negative Metabolic Loop,0.7010734947022623,,,,,,1.0665825853377647e-08,0.009670140348913382,,,0.014061622642932741,Negative Metabolic Loop
375,375,Negative Gene Loop,1.5331693599302572,,,,4.588386581549146e-08,7.493971371046127e-08,,,,,0.014061622642932741,Negative Metabolic Loop
376,376,Negative Metabolic Loop,3.917797886204618,,,,,,5.252367463765586e-08,0.06189732849181725,,,0.014061622642932741,Negative Metabolic Loop
377,377,Negative Metabolic Loop,1.0904292906444155,,,,,,1.815371675453406e-08,0.013660613497908642,,,0.014061622642932741,Negative Metabolic Loop
378,378,Layered Negative Metabolic Loop,14.890137570978684,,,,,,,,6.836575037950432e-08,7.070427650161955e-08,0.014061622642932741,Negative Metabolic Loop
379,379,Negative Metabolic Loop,3.24320544831171,,,,,,2.893105624143313e-08,0.07992159688580078,,,0.014061622642932741,Negative Metabolic Loop
380,380,Open Loop,52.44638781543044,3.029418240685918e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
381,381,Open Loop Intermediate,15.127941466924778,,5.365123296060096e-09,1.1679372176952377e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
382,382,Negative Metabolic Loop,0.6489736342493617,,,,,,2.1317084463984163e-08,0.003974782254976696,,,0.014061622642932741,Negative Metabolic Loop
383,383,Negative Metabolic Loop,1.0900335456546777,,,,,,1.5930003395084236e-08,0.015696679888445104,,,0.014061622642932741,Negative Metabolic Loop
384,384,Negative Metabolic Loop,0.43251458929289904,,,,,,4.683543968714823e-09,0.008613123690490297,,,0.014061622642932741,Negative Metabolic Loop
385,385,Negative Gene Loop,2.292669910285335,,,,6.943802548763525e-08,5.332586125100456e-08,,,,,0.014061622642932741,Negative Metabolic Loop
386,386,Negative Metabolic Loop,6.08866030119018,,,,,,9.109947009475236e-08,0.08549473058366677,,,0.014061622642932741,Negative Metabolic Loop
387,387,Negative Metabolic Loop,1.1932874483030693,,,,,,2.4310759246158962e-08,0.01206563412999407,,,0.014061622642932741,Negative Metabolic Loop
388,388,Layered Negative Metabolic Loop,4.247695410631983,,,,,,,,1.957171793755803e-08,2.0231584036540378e-08,0.014061622642932741,Negative Metabolic Loop
389,389,Negative Metabolic Loop,1.034923149640666,,,,,,7.287096824125462e-09,0.03323719212196063,,,0.014061622642932741,Negative Metabolic Loop
390,390,Open Loop,132.02582994490515,7.626101077144612e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
391,391,Open Loop Intermediate,4.101412977352181,,1.2076553851911238e-09,4.0213802691844125e-09,,,,,,,0.014061622642932741,Negative Metabolic Loop
392,392,Negative Metabolic Loop,0.14425792491647532,,,,,,1.2815104957847362e-08,0.0003157695237744858,,,0.014061622642932741,Negative Metabolic Loop
393,393,Negative Metabolic Loop,1.7179085636290021,,,,,,2.6342900270387956e-08,0.02349614454588857,,,0.014061622642932741,Negative Metabolic Loop
394,394,Negative Metabolic Loop,4.048910510223113,,,,,,6.424489126714882e-08,0.0533917687345694,,,0.014061622642932741,Negative Metabolic Loop
395,395,Negative Gene Loop,1.0976743669483047,,,,2.7165569305413202e-08,8.246292418465935e-08,,,,,0.014061622642932741,Negative Metabolic Loop
396,396,Negative Metabolic Loop,0.5304214502709068,,,,,,9.557792244464409e-09,0.006108380004492111,,,0.014061622642932741,Negative Metabolic Loop
397,397,Negative Metabolic Loop,0.5748396257524144,,,,,,3.019439710065026e-09,0.025882697795638912,,,0.014061622642932741,Negative Metabolic Loop
398,398,Layered Negative Metabolic Loop,14.300113734820606,,,,,,,,3.850158097634444e-08,9.069706803709069e-08,0.014061622642932741,Negative Metabolic Loop
399,399,Negative Metabolic Loop,1.345773858056746,,,,,,2.0574829073506557e-08,0.01846541570248327,,,0.014061622642932741,Negative Metabolic Loop
400,400,Open Loop,114.83657546898066,6.633212067554022e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
401,401,Negative Metabolic Loop,0.15323293764623314,,,,,,2.198685958502456e-09,0.0022504373852975795,,,0.014061622642932741,Negative Metabolic Loop
402,402,Negative Metabolic Loop,1.6157826605512704,,,,,,1.2259280124867118e-08,0.04769809511819038,,,0.014061622642932741,Negative Metabolic Loop
403,403,Negative Metabolic Loop,1.2937475391076776,,,,,,6.089555747227411e-09,0.06634739322726649,,,0.014061622642932741,Negative Metabolic Loop
404,404,Negative Metabolic Loop,0.38558048607384143,,,,,,8.561431752117196e-09,0.0035600902671105374,,,0.014061622642932741,Negative Metabolic Loop
405,405,Negative Metabolic Loop,0.7310409008001331,,,,,,1.482993870516562e-08,0.007425215481987535,,,0.014061622642932741,Negative Metabolic Loop
406,406,Negative Metabolic Loop,0.09201343180916487,,,,,,3.634369375847974e-10,0.005840365842074879,,,0.014061622642932741,Negative Metabolic Loop
407,407,Negative Metabolic Loop,0.963623456866148,,,,,,1.818788956840527e-08,0.01056429499815458,,,0.014061622642932741,Negative Metabolic Loop
408,408,Negative Metabolic Loop,0.48805139037545014,,,,,,3.825183728007515e-09,0.013891678718827858,,,0.014061622642932741,Negative Metabolic Loop
409,409,Negative Metabolic Loop,1.4060183146682432,,,,,,1.0835039425859084e-08,0.04078678855794038,,,0.014061622642932741,Negative Metabolic Loop
410,410,Negative Metabolic Loop,2.314017586698059,,,,,,1.689665604817005e-08,0.07132361409405308,,,0.014061622642932741,Negative Metabolic Loop
411,411,Negative Metabolic Loop,0.1267385595645914,,,,,,5.714575839051556e-09,0.000558449646064376,,,0.014061622642932741,Negative Metabolic Loop
412,412,Negative Metabolic Loop,0.17604338135900777,,,,,,8.218893783046433e-10,0.009116635219363666,,,0.014061622642932741,Negative Metabolic Loop
413,413,Negative Metabolic Loop,0.1561549351802798,,,,,,1.2578786359655087e-08,0.00037799481515965607,,,0.014061622642932741,Negative Metabolic Loop
414,414,Negative Metabolic Loop,0.8340675137832766,,,,,,8.990186661781375e-09,0.016693648023707777,,,0.014061622642932741,Negative Metabolic Loop
415,415,Negative Metabolic Loop,0.576668904360635,,,,,,1.5536264747702355e-08,0.00434511033669436,,,0.014061622642932741,Negative Metabolic Loop
416,416,Negative Metabolic Loop,0.8300250892102808,,,,,,7.573032540924383e-09,0.01995031888041445,,,0.014061622642932741,Negative Metabolic Loop
417,417,Negative Metabolic Loop,0.07607261808565653,,,,,,1.9532484096643972e-08,5.615823559664041e-05,,,0.014061622642932741,Negative Metabolic Loop
418,418,Negative Metabolic Loop,2.099799301975797,,,,,,1.056556809973185e-08,0.09946321947181211,,,0.014061622642932741,Negative Metabolic Loop
419,419,Negative Metabolic Loop,0.8955902956813473,,,,,,1.3816208489173263e-08,0.01217049209256156,,,0.014061622642932741,Negative Metabolic Loop
420,420,Negative Metabolic Loop,0.17481863420188262,,,,,,2.6472876020628862e-09,0.0024233571320391805,,,0.014061622642932741,Negative Metabolic Loop
421,421,Negative Metabolic Loop,0.1857531721973426,,,,,,3.2403978637495846e-10,0.037238508783111565,,,0.014061622642932741,Negative Metabolic Loop
422,422,Open Loop Intermediate,177.53999638587987,,8.298545485606661e-08,6.774560159419108e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
423,423,Negative Metabolic Loop,0.941412302720861,,,,,,2.3559313030623275e-08,0.007664171249309271,,,0.014061622642932741,Negative Metabolic Loop
424,424,Negative Metabolic Loop,0.623834314913754,,,,,,5.593813003380598e-09,0.015285107954431826,,,0.014061622642932741,Negative Metabolic Loop
425,425,Negative Metabolic Loop,1.7401666871275285,,,,,,2.2198019821466933e-08,0.02900743741119482,,,0.014061622642932741,Negative Metabolic Loop
426,426,Negative Metabolic Loop,3.109390393554146,,,,,,2.8356448452453637e-08,0.07477505342478838,,,0.014061622642932741,Negative Metabolic Loop
427,427,Negative Gene Loop,3.6681915518356707,,,,6.304488080841611e-08,1.2807334805675734e-08,,,,,0.014061622642932741,Negative Metabolic Loop
428,428,Negative Metabolic Loop,1.7210274256372524,,,,,,6.026369993448453e-08,0.009861332166427726,,,0.014061622642932741,Negative Metabolic Loop
429,429,Negative Metabolic Loop,1.3287583768736857,,,,,,1.7251796447046833e-08,0.021731470884845228,,,0.014061622642932741,Negative Metabolic Loop
430,430,Layered Negative Metabolic Loop,4.021281426748941,,,,,,,,4.824034847729587e-09,4.8534379665750044e-08,0.014061622642932741,Negative Metabolic Loop
431,431,Open Loop,68.58196418411808,3.9614444633653406e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
432,432,Negative Metabolic Loop,0.355824083094182,,,,,,4.470271936762807e-09,0.0060299666131166125,,,0.014061622642932741,Negative Metabolic Loop
433,433,Open Loop Intermediate,185.90176492774683,,9.903665537487972e-08,2.8892025922361182e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
434,434,Negative Metabolic Loop,0.4100597157469304,,,,,,1.1157909358477152e-08,0.0030577263482688185,,,0.014061622642932741,Negative Metabolic Loop
435,435,Negative Metabolic Loop,0.7744998974213433,,,,,,7.369219286737566e-09,0.017773433459207986,,,0.014061622642932741,Negative Metabolic Loop
436,436,Negative Metabolic Loop,0.13748354426466977,,,,,,1.3904812698310715e-08,0.0002633998906826354,,,0.014061622642932741,Negative Metabolic Loop
437,437,Negative Gene Loop,1.325878974459678,,,,3.593446759570443e-08,6.688508119578985e-08,,,,,0.014061622642932741,Negative Metabolic Loop
438,438,Negative Metabolic Loop,1.3719588465375419,,,,,,3.1623645966773616e-08,0.01217807279650506,,,0.014061622642932741,Negative Metabolic Loop
439,439,Negative Metabolic Loop,0.46118351733660246,,,,,,1.9874637287245396e-09,0.026306018400896934,,,0.014061622642932741,Negative Metabolic Loop
440,440,Layered Negative Metabolic Loop,2.182740256178433,,,,,,,,1.552155500141661e-08,7.178442160819649e-09,0.014061622642932741,Negative Metabolic Loop
441,441,Negative Metabolic Loop,0.9291006215984507,,,,,,2.0477059863724646e-08,0.00864590117513092,,,0.014061622642932741,Negative Metabolic Loop
442,442,Open Loop,86.92580058433906,5.0210245925775763e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
443,443,Negative Metabolic Loop,0.855952432204768,,,,,,2.5966882623929765e-08,0.005696147224287054,,,0.014061622642932741,Negative Metabolic Loop
444,444,Open Loop Intermediate,106.63365757389795,,5.015803134396531e-08,3.959678265700597e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
445,445,Negative Metabolic Loop,1.0197962946935253,,,,,,8.391409178397164e-08,0.0024151233654277657,,,0.014061622642932741,Negative Metabolic Loop
446,446,Negative Metabolic Loop,1.1339329600700547,,,,,,1.8628629609755717e-08,0.014408399996924049,,,0.014061622642932741,Negative Metabolic Loop
447,447,Negative Metabolic Loop,1.7883652388811213,,,,,,1.6129286780344118e-08,0.04353774840120826,,,0.014061622642932741,Negative Metabolic Loop
448,448,Negative Metabolic Loop,1.0237377159521792,,,,,,9.709542708260765e-09,0.023576011541464294,,,0.014061622642932741,Negative Metabolic Loop
449,449,Negative Gene Loop,3.60553928215566,,,,8.077414132235344e-08,2.286662362731363e-08,,,,,0.014061622642932741,Negative Metabolic Loop
450,450,Negative Metabolic Loop,0.3067302463427875,,,,,,4.544170636576096e-09,0.0043528908239506055,,,0.014061622642932741,Negative Metabolic Loop
451,451,Layered Negative Metabolic Loop,15.38292381863788,,,,,,,,5.958231975472038e-08,7.964371752841883e-08,0.014061622642932741,Negative Metabolic Loop
452,452,Negative Metabolic Loop,2.659612348282596,,,,,,7.250063195385021e-08,0.019794535581151747,,,0.014061622642932741,Negative Metabolic Loop
453,453,Open Loop,61.0542984631646,3.526629989709022e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
454,454,Negative Metabolic Loop,0.08375058796288264,,,,,,1.2542664828184784e-08,0.00010729205395559844,,,0.014061622642932741,Negative Metabolic Loop
455,455,Negative Metabolic Loop,0.2002591443750002,,,,,,3.8514374253439236e-10,0.03423825948185781,,,0.014061622642932741,Negative Metabolic Loop
456,456,Open Loop Intermediate,186.7675775696494,,8.592798783607007e-08,7.60123812957895e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
457,457,Negative Metabolic Loop,0.6294722137102665,,,,,,7.782882518714445e-09,0.010853148322045529,,,0.014061622642932741,Negative Metabolic Loop
458,458,Negative Metabolic Loop,0.8589093012232984,,,,,,2.0845532537527717e-08,0.007221459408606914,,,0.014061622642932741,Negative Metabolic Loop
459,459,Negative Gene Loop,3.2093478772365804,,,,6.565258864683201e-08,1.9101064680480476e-08,,,,,0.014061622642932741,Negative Metabolic Loop
460,460,Negative Metabolic Loop,3.044960970847399,,,,,,3.458374712312427e-08,0.05756629068590288,,,0.014061622642932741,Negative Metabolic Loop
461,461,Negative Metabolic Loop,1.8996297465455898,,,,,,2.4739162313632808e-08,0.030965611086356246,,,0.014061622642932741,Negative Metabolic Loop
462,462,Layered Negative Metabolic Loop,19.990272656821105,,,,,,,,8.303878377167053e-08,9.895739644384723e-08,0.014061622642932741,Negative Metabolic Loop
463,463,Negative Metabolic Loop,0.07084244434784999,,,,,,3.0620468016165726e-08,3.073824040944621e-05,,,0.014061622642932741,Negative Metabolic Loop
464,464,Negative Metabolic Loop,0.7268911325787657,,,,,,3.673130514306603e-08,0.002846367284557806,,,0.014061622642932741,Negative Metabolic Loop
465,465,Open Loop,149.17960353956414,8.616940592014073e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
466,466,Negative Metabolic Loop,1.6851032595386757,,,,,,4.384563275461571e-08,0.013169079260416425,,,0.014061622642932741,Negative Metabolic Loop
467,467,Open Loop Intermediate,70.83709525604627,,4.088519107740824e-08,1.1033750477158049e-10,,,,,,,0.014061622642932741,Negative Metabolic Loop
468,468,Negative Metabolic Loop,0.8409347052023111,,,,,,3.00813201136568e-08,0.004712573722647665,,,0.014061622642932741,Negative Metabolic Loop
469,469,Negative Metabolic Loop,4.543531799801904,,,,,,4.181666289229977e-08,0.10816283702025878,,,0.014061622642932741,Negative Metabolic Loop
470,470,Negative Metabolic Loop,1.1015750576997676,,,,,,2.7599678680715072e-08,0.00895708735164705,,,0.014061622642932741,Negative Metabolic Loop
471,471,Negative Gene Loop,5.8885654158728915,,,,5.597398237727056e-08,3.5318865396629067e-09,,,,,0.014061622642932741,Negative Metabolic Loop
472,472,Negative Metabolic Loop,0.15269299021519256,,,,,,3.249183464639798e-08,0.00013656741199093888,,,0.014061622642932741,Negative Metabolic Loop
473,473,Negative Metabolic Loop,3.4585333954574216,,,,,,2.3234501427364785e-08,0.11716082392000729,,,0.014061622642932741,Negative Metabolic Loop
474,474,Layered Negative Metabolic Loop,8.349828936496518,,,,,,,,4.940624662405617e-08,3.500107764928307e-08,0.014061622642932741,Negative Metabolic Loop
475,475,Negative Metabolic Loop,2.035967177677983,,,,,,5.4314510082257126e-08,0.015499797966188193,,,0.014061622642932741,Negative Metabolic Loop
476,476,Open Loop,76.93087830521311,4.443696019152141e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
477,477,Negative Metabolic Loop,1.1453763572783426,,,,,,4.048618442771154e-08,0.006498855710545003,,,0.014061622642932741,Negative Metabolic Loop
478,478,Open Loop Intermediate,147.5522523884748,,7.571530255400163e-08,3.2942576025815675e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
479,479,Negative Metabolic Loop,1.1840184364547488,,,,,,2.682598412620058e-08,0.010702047336996664,,,0.014061622642932741,Negative Metabolic Loop
480,480,Negative Metabolic Loop,0.23635753467492937,,,,,,4.731494528151319e-08,0.00022501402711027285,,,0.014061622642932741,Negative Metabolic Loop
481,481,Negative Metabolic Loop,0.07685907067388119,,,,,,1.8130875812109973e-08,6.186956293378841e-05,,,0.014061622642932741,Negative Metabolic Loop
482,482,Negative Gene Loop,0.8593821754679336,,,,1.6793924199751942e-08,5.625206304726895e-08,,,,,0.014061622642932741,Negative Metabolic Loop
483,483,Negative Metabolic Loop,1.6142416669489625,,,,,,3.0554884556236406e-08,0.017643719596431677,,,0.014061622642932741,Negative Metabolic Loop
484,484,Negative Metabolic Loop,0.6407163769338724,,,,,,3.4121850004039624e-08,0.0023763328497764845,,,0.014061622642932741,Negative Metabolic Loop
485,485,Layered Negative Metabolic Loop,15.332628239218472,,,,,,,,9.238932407195651e-08,6.372232064057464e-08,0.014061622642932741,Negative Metabolic Loop
486,486,Negative Metabolic Loop,1.168115248866159,,,,,,2.184714162767292e-08,0.0129307757886439,,,0.014061622642932741,Negative Metabolic Loop
487,487,Open Loop,24.849750793743866,1.4353760273908697e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
488,488,Negative Metabolic Loop,0.7751987592699433,,,,,,1.506609510698335e-08,0.008239003760539185,,,0.014061622642932741,Negative Metabolic Loop
489,489,Open Loop Intermediate,159.50419389900128,,6.64381373056039e-08,8.89687787533242e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
490,490,Negative Metabolic Loop,0.7897653806760844,,,,,,2.8590930142786652e-08,0.004371095748134778,,,0.014061622642932741,Negative Metabolic Loop
491,491,Negative Metabolic Loop,0.4431754403085266,,,,,,1.7043399725212987e-08,0.002303380740114102,,,0.014061622642932741,Negative Metabolic Loop
492,492,Negative Metabolic Loop,1.715534613481592,,,,,,3.835487139041908e-08,0.015725132683015026,,,0.014061622642932741,Negative Metabolic Loop
493,493,Negative Gene Loop,3.0635325026485636,,,,7.640691568977325e-08,3.0068408733858055e-08,,,,,0.014061622642932741,Negative Metabolic Loop
494,494,Negative Metabolic Loop,1.43827690804238,,,,,,1.9883824857065998e-08,0.021984181205882115,,,0.014061622642932741,Negative Metabolic Loop
495,495,Negative Metabolic Loop,0.06650280613972796,,,,,,2.481163656631251e-08,3.352701336403853e-05,,,0.014061622642932741,Negative Metabolic Loop
496,496,Negative Metabolic Loop,0.6367415082893371,,,,,,1.316494483583284e-08,0.0063387106241259185,,,0.014061622642932741,Negative Metabolic Loop
497,497,Layered Negative Metabolic Loop,12.680114852858193,,,,,,,,7.485552518091044e-08,5.328456010406675e-08,0.014061622642932741,Negative Metabolic Loop
498,498,Open Loop,37.54544168043591,2.1687069354529068e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
499,499,Negative Metabolic Loop,2.944888953317059,,,,,,2.474294925925898e-08,0.07755952075589695,,,0.014061622642932741,Negative Metabolic Loop
500,500,Open Loop Intermediate,196.40761236612258,,9.530722411148109e-08,6.281700944865066e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
501,501,Negative Metabolic Loop,2.498139761825105,,,,,,1.5034833468342193e-08,0.09599460906989926,,,0.014061622642932741,Negative Metabolic Loop
502,502,Negative Metabolic Loop,0.7346764195430509,,,,,,1.092060048135778e-08,0.010388663954008453,,,0.014061622642932741,Negative Metabolic Loop
503,503,Negative Metabolic Loop,0.7073861851771772,,,,,,1.907740076941945e-08,0.0053243546356005365,,,0.014061622642932741,Negative Metabolic Loop
504,504,Negative Gene Loop,2.725858188894714,,,,8.922954435698499e-08,5.948245449053787e-08,,,,,0.014061622642932741,Negative Metabolic Loop
505,505,Negative Metabolic Loop,1.2146448301612416,,,,,,2.4007395157647606e-08,0.012681577492683815,,,0.014061622642932741,Negative Metabolic Loop
506,506,Negative Metabolic Loop,0.9588889156711367,,,,,,2.203463736566401e-08,0.008539051741718354,,,0.014061622642932741,Negative Metabolic Loop
507,507,Layered Negative Metabolic Loop,7.316197881685285,,,,,,,,2.3226525973536693e-08,4.345152591070078e-08,0.014061622642932741,Negative Metabolic Loop
508,508,Negative Metabolic Loop,1.0094070811729248,,,,,,1.213131955250289e-08,0.01794696156651158,,,0.014061622642932741,Negative Metabolic Loop
509,509,Negative Metabolic Loop,0.06452689098365583,,,,,,5.7803635504142104e-08,1.3326114491679427e-05,,,0.014061622642932741,Negative Metabolic Loop
510,510,Open Loop Intermediate,95.06843729432671,,2.6320779438670893e-08,9.900258758513006e-08,,,,,,,0.014061622642932741,Negative Metabolic Loop
511,511,Open Loop,47.79156522738008,2.7605466652389035e-08,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
512,512,Negative Metabolic Loop,0.9221268226288255,,,,,,6.63483767661334e-08,0.002507274189273122,,,0.014061622642932741,Negative Metabolic Loop
513,513,Negative Metabolic Loop,2.7960656339695706,,,,,,5.617095920816106e-08,0.028694040183683454,,,0.014061622642932741,Negative Metabolic Loop
514,514,Negative Metabolic Loop,5.535791558446332,,,,,,6.281190326892094e-08,0.10476891463061841,,,0.014061622642932741,Negative Metabolic Loop
515,515,Negative Gene Loop,0.5946514747171132,,,,7.975824763534929e-09,3.608428901427504e-08,,,,,0.014061622642932741,Negative Metabolic Loop
516,516,Negative Metabolic Loop,2.6709393589435035,,,,,,5.8326197674747077e-08,0.02509779582742877,,,0.014061622642932741,Negative Metabolic Loop
517,517,Negative Metabolic Loop,1.8428476915604106,,,,,,6.305542304298301e-08,0.01081660150439196,,,0.014061622642932741,Negative Metabolic Loop
518,518,Layered Negative Metabolic Loop,4.032671608044085,,,,,,,,1.2758245854257208e-08,2.4347275738271443e-08,0.014061622642932741,Negative Metabolic Loop
519,519,Negative Metabolic Loop,2.272393740110079,,,,,,6.909742033994523e-08,0.015085545794881616,,,0.014061622642932741,Negative Metabolic Loop
520,520,Open Loop,6.550708835309731,3.783832951329658e-09,,,,,,,,,0.014061622642932741,Negative Metabolic Loop
