,index,circuit,loss,k1,k2,theta1,theta2,Circuit,best_losses,best_loss_circuit
51,51,"((0, 1, 0), (1, 0, 0))",1702807.098473047,0.3494533988434032,1.7850693151574524,7.3854535854614864,0.6567565797784694,Dual Control,1404.3175654943334,Dual Control
52,52,"((0, 1, 0), (1, 0, 0))",53824823.34706337,4.966813196700731,2.5675697034916447,2.7650444308856925,1.9327600062973391,Dual Control,1404.3175654943334,Dual Control
53,53,"((0, 1, 0), (1, 0, 0))",50115933.583016776,2.314323737611585,4.965981081045235,8.687488944243068,6.819179844444327,Dual Control,1404.3175654943334,Dual Control
54,54,"((0, 0, 1), (0, 0, 1))",10371724.569076475,0.8418989750233554,1.7482540765527812,8.219646534938516,8.272901548684507,Open Loop,1404.3175654943334,Dual Control
55,55,"((0, 1, 0), (1, 0, 0))",722314.8133816024,0.8963963177492846,2.182638771463136,1.2946549224315191,4.820459024917671,Dual Control,1404.3175654943334,Dual Control
56,56,"((0, 0, 1), (1, 0, 0))",24077049.164890017,1.2827350486535063,3.7635290017935112,6.43965530404565,8.539196802448718,Downstream Activation,1404.3175654943334,Dual Control
57,57,"((0, 1, 0), (0, 0, 1))",141714055.2647889,3.6379188207176796,3.5470661079475825,7.786046685733823,3.8938662544284477,Upstream Repression,1404.3175654943334,Dual Control
58,58,"((0, 1, 0), (1, 0, 0))",65.43900580681003,1.390801632504552,0.06247451409445004,0.04638207239358394,3.064629978985965,Dual Control,65.43900580681003,Dual Control
59,59,"((0, 1, 0), (1, 0, 0))",23887260.670058582,1.488629474265131,3.99304917091397,6.911155121902931,3.235458803861216,Dual Control,65.43900580681003,Dual Control
60,60,"((0, 1, 0), (1, 0, 0))",45.69926949310813,1.9609055436288285,0.6874650406219807,0.005250594243801282,0.7964292061318758,Dual Control,45.69926949310813,Dual Control
61,61,"((0, 1, 0), (1, 0, 0))",2233.2996977608877,2.749523719871632,0.6856076855996263,0.028936339993393654,0.8339784321115538,Dual Control,45.69926949310813,Dual Control
62,62,"((0, 0, 1), (0, 0, 1))",325483363.69735616,4.716226066433983,3.9080835050067635,3.9088896510661404,3.2918187547796145,Open Loop,45.69926949310813,Dual Control
63,63,"((0, 0, 1), (1, 0, 0))",214777209.5429686,3.8310623847773817,1.2180823098384046,9.10611734390902,4.305577365475973,Downstream Activation,45.69926949310813,Dual Control
64,64,"((0, 1, 0), (0, 0, 1))",66942962.65400046,3.5246375180296416,1.0300882583071092,7.929364687513736,1.7231572131482427,Upstream Repression,45.69926949310813,Dual Control
65,65,"((0, 1, 0), (1, 0, 0))",500.9785035835139,2.0254056273873573,0.01414593248247864,0.13434005180503966,1.813593810146368,Dual Control,45.69926949310813,Dual Control
66,66,"((0, 1, 0), (1, 0, 0))",3579.783325432504,2.0593573139677375,0.04120363025090203,0.20526791114484472,1.7548110915451924,Dual Control,45.69926949310813,Dual Control
67,67,"((0, 1, 0), (1, 0, 0))",3717790.675459568,1.971070054356978,1.368131420279049,1.0071055485467761,0.5522127257585634,Dual Control,45.69926949310813,Dual Control
68,68,"((0, 1, 0), (1, 0, 0))",113480.30485404917,2.6302042991531014,0.019529379463448397,2.3397430789487945,1.2921054101464162,Dual Control,45.69926949310813,Dual Control
69,69,"((0, 1, 0), (1, 0, 0))",2455303.7432100973,3.2114025325003785,0.6465776398194694,1.4160017995934235,3.0143749533671977,Dual Control,45.69926949310813,Dual Control
70,70,"((0, 1, 0), (1, 0, 0))",1523229.7160249094,1.2959511773702874,1.4624080731876616,0.5917303002852409,0.045762683353198996,Dual Control,45.69926949310813,Dual Control
71,71,"((0, 1, 0), (1, 0, 0))",3381327.1307962844,2.315415679302518,0.7149613720258929,2.1634635933154946,3.8955085216367906,Dual Control,45.69926949310813,Dual Control
72,72,"((0, 1, 0), (1, 0, 0))",4069180.4750708765,1.7781693903346136,0.3262362584921838,3.8120688699494623,2.3404343168539996,Dual Control,45.69926949310813,Dual Control
73,73,"((0, 1, 0), (1, 0, 0))",6537701.444317153,1.3979596062955046,0.986888328155454,3.1869042026986802,1.9995117058812748,Dual Control,45.69926949310813,Dual Control
74,74,"((0, 1, 0), (1, 0, 0))",1489.233643815009,2.8546514624902533,0.03722145238889829,0.07803763118840712,0.372190065953242,Dual Control,45.69926949310813,Dual Control
75,75,"((0, 1, 0), (1, 0, 0))",1546848.7210844688,1.0136526400275936,1.3150089356182335,1.156717228129653,1.3077712992664319,Dual Control,45.69926949310813,Dual Control
76,76,"((0, 1, 0), (1, 0, 0))",5229916.256364473,3.478876424898802,0.521224889614331,2.38418273555218,3.377830120541457,Dual Control,45.69926949310813,Dual Control
77,77,"((0, 0, 1), (0, 0, 1))",3105.7546310134408,0.013620399684758588,0.8438241435400327,6.34582640548291,0.09069941671519732,Open Loop,45.69926949310813,Dual Control
78,78,"((0, 1, 0), (0, 0, 1))",20993819.70800618,1.3649319823742592,4.25132434987482,3.3846423957847103,7.047017572168498,Upstream Repression,45.69926949310813,Dual Control
79,79,"((0, 1, 0), (1, 0, 0))",919221.3861064997,2.2396378870197777,0.2737852965031096,1.7890221587276547,4.194357923967001,Dual Control,45.69926949310813,Dual Control
80,80,"((0, 0, 1), (1, 0, 0))",9674263.946612747,0.8131067699596244,3.265782553743576,2.27923125820381,1.6190803728032557,Downstream Activation,45.69926949310813,Dual Control
81,81,"((0, 1, 0), (1, 0, 0))",191239.18052308945,1.7657706642090039,0.8515570268930914,0.41456960507111384,2.070312209985688,Dual Control,45.69926949310813,Dual Control
82,82,"((0, 1, 0), (1, 0, 0))",1903652.0126088606,3.016309246337977,2.0133362588432444,0.7744025808033497,2.8969194041901485,Dual Control,45.69926949310813,Dual Control
83,83,"((0, 0, 1), (0, 0, 1))",225668560.19429484,3.9269737005231296,2.438527889140804,1.8518162487868404,8.51807277486214,Open Loop,45.69926949310813,Dual Control
84,84,"((0, 1, 0), (1, 0, 0))",4577132.243418724,0.801640293517548,1.1157143414220698,3.4799402484373663,0.8963447826260286,Dual Control,45.69926949310813,Dual Control
85,85,"((0, 1, 0), (0, 0, 1))",38112.96189882149,0.07673078761111052,0.7405004608280965,0.5036050836609416,7.4775225411351,Upstream Repression,45.69926949310813,Dual Control
86,86,"((0, 0, 1), (1, 0, 0))",45472230.50744435,1.7628077477792614,4.856022591801841,0.05919088566979269,2.23124689329562,Downstream Activation,45.69926949310813,Dual Control
87,87,"((0, 1, 0), (1, 0, 0))",398816.4349650864,1.1203817267699872,0.16090352086729562,1.708062419064134,1.6897672495459575,Dual Control,45.69926949310813,Dual Control
88,88,"((0, 1, 0), (1, 0, 0))",14912085.41307677,2.5679623474262754,0.49259933394069344,5.091545068383016,0.30059363376745374,Dual Control,45.69926949310813,Dual Control
89,89,"((0, 1, 0), (1, 0, 0))",4304.350725412139,3.6401655404390905,0.0014249850033958567,2.7038752513866036,5.374881165807361,Dual Control,45.69926949310813,Dual Control
90,90,"((0, 0, 1), (0, 0, 1))",78237988.7539449,2.312242727026785,4.3344700364408375,3.8608714693010078,4.281695471807432,Open Loop,45.69926949310813,Dual Control
91,91,"((0, 1, 0), (1, 0, 0))",399.57852583817544,1.9266603481194986,1.5661200887653874,0.023503865888836087,2.333747800065548,Dual Control,45.69926949310813,Dual Control
92,92,"((0, 1, 0), (0, 0, 1))",148940242.31871894,4.2094672683605125,2.6630713973319784,7.257775140056619,9.901018742978435,Upstream Repression,45.69926949310813,Dual Control
93,93,"((0, 0, 1), (1, 0, 0))",121505527.52929221,2.881563583491299,0.7420624851486639,5.435120998405287,5.343782479823938,Downstream Activation,45.69926949310813,Dual Control
94,94,"((0, 1, 0), (1, 0, 0))",60054.694503333005,0.2074082843036451,1.5784530044241887,0.9809740557041549,3.9575285597642944,Dual Control,45.69926949310813,Dual Control
95,95,"((0, 1, 0), (1, 0, 0))",43805625.14842451,4.181000624733614,1.9945063385770478,4.243592227949426,4.494044423155531,Dual Control,45.69926949310813,Dual Control
96,96,"((0, 0, 1), (0, 0, 1))",152380517.28131574,3.226895056366196,2.6260277427010825,9.896576796776056,1.9507466512126905,Open Loop,45.69926949310813,Dual Control
97,97,"((0, 1, 0), (1, 0, 0))",1843286.025638536,1.6402623159599843,1.2280121329219795,1.454201707350238,3.4220595204526547,Dual Control,45.69926949310813,Dual Control
98,98,"((0, 1, 0), (0, 0, 1))",49539452.1717897,3.098075758943836,2.7755202630648457,3.0934716250539394,5.268340952955066,Upstream Repression,45.69926949310813,Dual Control
99,99,"((0, 0, 1), (1, 0, 0))",236835309.38296387,4.022996412917647,2.018760221473983,7.795425684380291,7.938597060383005,Downstream Activation,45.69926949310813,Dual Control
100,100,"((0, 1, 0), (1, 0, 0))",692591.7363022033,0.6866794248530103,1.5703639537673855,1.935413350875645,5.997095864249603,Dual Control,45.69926949310813,Dual Control
101,101,"((0, 1, 0), (1, 0, 0))",267548.7704751923,1.2824834631806075,2.3214432091441646,0.42491863973537725,2.385662004100155,Dual Control,45.69926949310813,Dual Control
102,102,"((0, 1, 0), (1, 0, 0))",2965408.3371411837,2.446754463259294,1.9473907389095424,0.7979190350658839,1.417854678452091,Dual Control,45.69926949310813,Dual Control
103,103,"((0, 0, 1), (0, 0, 1))",32348251.926966008,1.4868067164063499,3.447912839311191,7.757972532638263,5.414410922255844,Open Loop,45.69926949310813,Dual Control
104,104,"((0, 1, 0), (1, 0, 0))",29124774.32873839,1.8849922183070968,2.5781809223436416,5.874243168136941,2.915597599320009,Dual Control,45.69926949310813,Dual Control
105,105,"((0, 1, 0), (0, 0, 1))",5099699.458116741,0.603290853817231,4.228801126984033,4.625164553263996,4.133744321924143,Upstream Repression,45.69926949310813,Dual Control
106,106,"((0, 1, 0), (1, 0, 0))",5479774.41608259,1.492257021570215,0.8389088757225338,2.5175069857974837,1.0357074964456758,Dual Control,45.69926949310813,Dual Control
107,107,"((0, 0, 1), (1, 0, 0))",3962424.9004816683,0.5204173517268627,3.258836799700328,5.4507671447720565,8.624584769222889,Downstream Activation,45.69926949310813,Dual Control
108,108,"((0, 1, 0), (1, 0, 0))",7118.014543200435,0.4136161321126848,1.1578166826798588,0.41539583330029695,7.9696228406993495,Dual Control,45.69926949310813,Dual Control
109,109,"((0, 1, 0), (1, 0, 0))",15714452.512443908,2.195224746036192,2.9110574485368477,3.139493117912866,4.172766323768299,Dual Control,45.69926949310813,Dual Control
110,110,"((0, 1, 0), (1, 0, 0))",10068091.52690567,1.147719512657794,1.6506180469725418,4.803196302728953,2.2901279289763106,Dual Control,45.69926949310813,Dual Control
111,111,"((0, 0, 1), (0, 0, 1))",6350343.483185888,0.6587647796066693,1.9462850331392838,3.3659603689353728,2.3544247039305333,Open Loop,45.69926949310813,Dual Control
112,112,"((0, 1, 0), (1, 0, 0))",8195810.165532951,3.0812867557202557,0.991596916888575,3.9218092994431775,9.884970284025881,Dual Control,45.69926949310813,Dual Control
113,113,"((0, 1, 0), (0, 0, 1))",21904065.698582713,2.9625588439017423,2.040855702814714,1.9786331366921992,1.4567218582531196,Upstream Repression,45.69926949310813,Dual Control
114,114,"((0, 0, 1), (1, 0, 0))",365120846.5161245,4.995078368638676,2.0507666877249973,2.902457177532779,4.397148528820007,Downstream Activation,45.69926949310813,Dual Control
115,115,"((0, 1, 0), (1, 0, 0))",136.22515996745295,1.6701187499654138,1.8635578288371013,0.024525017929388788,4.900435422220007,Dual Control,45.69926949310813,Dual Control
116,116,"((0, 1, 0), (1, 0, 0))",2021401.249908105,1.7087817501471398,3.1475036083923262,1.4743232549025762,6.420494801754227,Dual Control,45.69926949310813,Dual Control
117,117,"((0, 1, 0), (1, 0, 0))",3146726.374136644,1.3983904997449894,2.7210956128358506,2.001341984887411,5.264542675230337,Dual Control,45.69926949310813,Dual Control
118,118,"((0, 0, 1), (0, 0, 1))",128843789.0632418,2.967303197247109,0.9257042321485955,0.9821532787543781,0.0936975351372844,Open Loop,45.69926949310813,Dual Control
119,119,"((0, 1, 0), (1, 0, 0))",465015.8292484535,0.792157625427277,2.2200776667976516,1.1171706232655572,4.800900074370338,Dual Control,45.69926949310813,Dual Control
120,120,"((0, 1, 0), (0, 0, 1))",31674808.771991327,1.6095361730794753,3.1462529897129627,6.287758858092975,2.853036694140679,Upstream Repression,45.69926949310813,Dual Control
121,121,"((0, 0, 1), (1, 0, 0))",109385504.63971497,2.7340584449062613,0.4537284664243262,8.6680914503516,6.211377326966326,Downstream Activation,45.69926949310813,Dual Control
122,122,"((0, 1, 0), (1, 0, 0))",2947184.188354258,0.544999613471274,3.321828809356586,6.689232600489244,7.0809440996340385,Dual Control,45.69926949310813,Dual Control
123,123,"((0, 1, 0), (1, 0, 0))",78061.92068533084,2.7075085407566837,4.613085301704549,0.3017655489198153,9.305324217314467,Dual Control,45.69926949310813,Dual Control
124,124,"((0, 1, 0), (1, 0, 0))",6316303.612551782,2.4729749805365984,0.16584416365121968,7.881610179731812,5.918122593147024,Dual Control,45.69926949310813,Dual Control
125,125,"((0, 0, 1), (0, 0, 1))",241134592.2409211,4.059306152076156,2.4003930215118174,5.195503270776488,6.7371822611088295,Open Loop,45.69926949310813,Dual Control
126,126,"((0, 1, 0), (1, 0, 0))",6186109.101845388,2.1299249885300116,1.89084937952348,2.9882536058547386,7.704564315743088,Dual Control,45.69926949310813,Dual Control
127,127,"((0, 1, 0), (0, 0, 1))",208679480.4410358,4.3077547409671215,4.200568828673331,8.699450563213958,0.9750544054538803,Upstream Repression,45.69926949310813,Dual Control
128,128,"((0, 0, 1), (1, 0, 0))",39377166.064485356,1.6404144842254726,4.386761806484986,0.08528778392176495,9.257979099252333,Downstream Activation,45.69926949310813,Dual Control
129,129,"((0, 1, 0), (1, 0, 0))",0.2118441422119579,0.23853703855471986,0.4350141485386595,0.0001952201967576339,3.6252726368046515,Dual Control,0.2118441422119579,Dual Control
130,130,"((0, 1, 0), (1, 0, 0))",654892.8210471601,0.2950614384282485,0.4135452867616335,5.414621137900349,3.1339077700401323,Dual Control,0.2118441422119579,Dual Control
131,131,"((0, 1, 0), (1, 0, 0))",16428.555776902413,0.13100010327754652,0.6535489507894804,0.8843327649843378,3.620873666122751,Dual Control,0.2118441422119579,Dual Control
132,132,"((0, 0, 1), (0, 0, 1))",68300305.70459974,2.1604585513287207,0.08221800662137602,8.95254596473548,9.031324194570308,Open Loop,0.2118441422119579,Dual Control
133,133,"((0, 1, 0), (1, 0, 0))",4098612.0265256194,1.0441687584965522,0.8139383166157916,3.670341186548684,2.743759463680491,Dual Control,0.2118441422119579,Dual Control
134,134,"((0, 1, 0), (0, 0, 1))",22037.87385175289,0.8506717677107452,1.625683084788355,0.027908627707733835,4.825035521580838,Upstream Repression,0.2118441422119579,Dual Control
135,135,"((0, 1, 0), (1, 0, 0))",359715.28658678074,0.8945674516475035,0.20277704024285217,1.5622581151144221,1.5822763592932716,Dual Control,0.2118441422119579,Dual Control
136,136,"((0, 0, 1), (1, 0, 0))",1505141.4719883143,0.32074540887841074,2.0097654988366953,1.751114003778953,2.774431577062064,Downstream Activation,0.2118441422119579,Dual Control
137,137,"((0, 1, 0), (1, 0, 0))",2116403.066521906,0.4643231146406912,0.5463552379456271,9.560810943257726,4.327848808444502,Dual Control,0.2118441422119579,Dual Control
138,138,"((0, 1, 0), (1, 0, 0))",1597688.064048446,2.344787078681029,0.3785053425732396,2.2727830079741667,5.692127194269657,Dual Control,0.2118441422119579,Dual Control
139,139,"((0, 0, 1), (0, 0, 1))",17261431.829891313,1.0860742826463698,4.384823272059206,1.2605624358537741,4.9968052331972865,Open Loop,0.2118441422119579,Dual Control
140,140,"((0, 1, 0), (1, 0, 0))",2790.673885698223,0.03902659603387981,1.3823619280823047,0.6679489210641567,3.840601577324576,Dual Control,0.2118441422119579,Dual Control
141,141,"((0, 1, 0), (0, 0, 1))",15688349.597167803,1.9321771914671257,0.3255755648539371,9.79438320078506,7.801793905703967,Upstream Repression,0.2118441422119579,Dual Control
142,142,"((0, 1, 0), (1, 0, 0))",2691898.3793888385,2.8411745268837945,0.5864804551901373,1.2104339903379568,0.6182940280644605,Dual Control,0.2118441422119579,Dual Control
143,143,"((0, 0, 1), (1, 0, 0))",227297694.1119239,3.9411191223182347,3.045399835555159,4.26000485275857,1.4002939132914234,Downstream Activation,0.2118441422119579,Dual Control
144,144,"((0, 1, 0), (1, 0, 0))",2298514.4513924033,0.6721613679379843,1.043790318720774,3.300659590635245,2.6311150761517124,Dual Control,0.2118441422119579,Dual Control
145,145,"((0, 1, 0), (1, 0, 0))",5473.329692824154,1.5511879765090861,0.7597985073253641,0.187826098363059,6.339594897548349,Dual Control,0.2118441422119579,Dual Control
146,146,"((0, 1, 0), (1, 0, 0))",123305.39327877371,1.361785189159404,1.256186533133053,0.5526754871735302,5.000039752207375,Dual Control,0.2118441422119579,Dual Control
147,147,"((0, 1, 0), (1, 0, 0))",4.357067641834016,1.8159018110073413,3.8242549659257055,0.002511405565179547,4.597463663959187,Dual Control,0.2118441422119579,Dual Control
148,148,"((0, 1, 0), (1, 0, 0))",4000507.157417782,1.8105048981218437,3.9496868301595147,1.298810267862684,3.39913936557325,Dual Control,0.2118441422119579,Dual Control
149,149,"((0, 1, 0), (1, 0, 0))",11691991.182342166,2.0329664293460197,4.40258389971563,2.655594213559897,5.174677817851403,Dual Control,0.2118441422119579,Dual Control
150,150,"((0, 1, 0), (1, 0, 0))",10214061.807914104,2.9707245368163138,3.417885248542091,1.877698751175029,4.563407026312673,Dual Control,0.2118441422119579,Dual Control
151,151,"((0, 1, 0), (1, 0, 0))",783626.2740737008,1.2286721232588533,3.893518366009554,0.9831997010585517,5.565160428836355,Dual Control,0.2118441422119579,Dual Control
152,152,"((0, 1, 0), (1, 0, 0))",398.28510373857523,3.180704212071001,4.270816920166201,0.020490229179585873,4.639861958768279,Dual Control,0.2118441422119579,Dual Control
153,153,"((0, 1, 0), (1, 0, 0))",133294.25926674012,3.9590894616314705,3.7388088082531854,0.2723062005838862,6.726913923334422,Dual Control,0.2118441422119579,Dual Control
154,154,"((0, 1, 0), (1, 0, 0))",4282395.331857481,4.983655322336466,4.523163832439607,0.7590666071322657,4.08961741414914,Dual Control,0.2118441422119579,Dual Control
155,155,"((0, 1, 0), (1, 0, 0))",10913791.566836623,2.592265801320818,4.820627072075055,1.6740513742043224,3.6406165776345296,Dual Control,0.2118441422119579,Dual Control
156,156,"((0, 1, 0), (1, 0, 0))",15389706.686731234,2.36604698256285,4.141589082298233,2.196941337519071,3.193824441472327,Dual Control,0.2118441422119579,Dual Control
157,157,"((0, 1, 0), (1, 0, 0))",366350.5494581372,4.619635648130448,0.2572489860411499,0.6012473671057323,2.0707429470451553,Dual Control,0.2118441422119579,Dual Control
158,158,"((0, 1, 0), (1, 0, 0))",5.487790852690546,1.9258106774905714,0.9136950243661599,0.007633801844008041,6.050820239064557,Dual Control,0.2118441422119579,Dual Control
159,159,"((0, 1, 0), (1, 0, 0))",105671.70493123632,2.1886847435586763,2.0823200104373525,0.43183323658770617,7.465704305172508,Dual Control,0.2118441422119579,Dual Control
160,160,"((0, 0, 1), (0, 0, 1))",948333.3213624865,0.25439611581636834,3.666320394830061,6.883328668933788,6.396160579537191,Open Loop,0.2118441422119579,Dual Control
161,161,"((0, 1, 0), (1, 0, 0))",6436108.162025392,1.9736435023616672,0.9198889745721517,4.41605890886074,8.289196158680802,Dual Control,0.2118441422119579,Dual Control
162,162,"((0, 1, 0), (0, 0, 1))",50646255.87126938,3.0656350719563816,1.0543020780920125,6.948805389192152,5.6660336234936866,Upstream Repression,0.2118441422119579,Dual Control
163,163,"((0, 0, 1), (1, 0, 0))",296585143.6849202,4.501922828590624,0.7479460658843105,9.92591381229607,0.21870787257570967,Downstream Activation,0.2118441422119579,Dual Control
164,164,"((0, 1, 0), (1, 0, 0))",68118921.78846514,3.383992617125168,2.4833954528537188,8.198616444435173,7.042252206837741,Dual Control,0.2118441422119579,Dual Control
165,165,"((0, 1, 0), (1, 0, 0))",1357552.6294966496,2.7063493966278784,1.7195809672061122,1.1176476377368818,6.141939114720683,Dual Control,0.2118441422119579,Dual Control
166,166,"((0, 1, 0), (1, 0, 0))",12061811.393453285,1.5561674179629468,1.4481433465663864,7.19310071829926,8.84719203639637,Dual Control,0.2118441422119579,Dual Control
167,167,"((0, 0, 1), (0, 0, 1))",359675302.5699635,4.957629693198062,1.4138335769039392,3.1446560182414816,4.457373965672341,Open Loop,0.2118441422119579,Dual Control
168,168,"((0, 1, 0), (1, 0, 0))",1117776.1914578055,1.0822329973305627,1.194563316515113,2.037507757289645,6.231069315542176,Dual Control,0.2118441422119579,Dual Control
169,169,"((0, 1, 0), (0, 0, 1))",824072.5380812694,0.27777264825230574,0.5873174650892614,4.14239936979373,9.960518394925096,Upstream Repression,0.2118441422119579,Dual Control
170,170,"((0, 1, 0), (1, 0, 0))",5518487.059793481,1.8348751019011371,2.97451436045024,2.4765374296260725,6.751077385384623,Dual Control,0.2118441422119579,Dual Control
171,171,"((0, 0, 1), (1, 0, 0))",173370824.50051963,3.4420118484689466,3.726351075864511,3.343816117116957,4.974350550528296,Downstream Activation,0.2118441422119579,Dual Control
172,172,"((0, 1, 0), (1, 0, 0))",895328.1402787316,0.9450066544571146,3.168433077360361,1.3444075292614677,5.653684236511102,Dual Control,0.2118441422119579,Dual Control
173,173,"((0, 1, 0), (1, 0, 0))",3923899.42986269,4.655600179426017,3.7817651848328095,0.917677390941958,5.1397097262854885,Dual Control,0.2118441422119579,Dual Control
174,174,"((0, 1, 0), (1, 0, 0))",30192978.502921235,3.56454104881655,0.9222453081149828,6.132741138853991,5.840488133982519,Dual Control,0.2118441422119579,Dual Control
175,175,"((0, 0, 1), (0, 0, 1))",184306291.4360803,3.5488352897462194,0.7982915949237994,4.58191850775279,9.253481900780406,Open Loop,0.2118441422119579,Dual Control
176,176,"((0, 1, 0), (1, 0, 0))",2085224.9933806297,2.107132375834259,2.395506078957585,1.5588157940225258,7.358119467114539,Dual Control,0.2118441422119579,Dual Control
177,177,"((0, 1, 0), (0, 0, 1))",45109976.79379064,4.271618918914582,2.318091943074795,2.37807194839846,6.892944671799751,Upstream Repression,0.2118441422119579,Dual Control
178,178,"((0, 1, 0), (1, 0, 0))",248.24806976542334,3.2480734557773183,2.744225573618431,0.01829110854712418,4.303389320799974,Dual Control,0.2118441422119579,Dual Control
179,179,"((0, 0, 1), (1, 0, 0))",51114316.89960587,1.8689566652014324,1.7639154448452206,6.0102543136603614,7.330805794602886,Downstream Activation,0.2118441422119579,Dual Control
180,180,"((0, 1, 0), (1, 0, 0))",1054279.0017235563,3.854480173344461,0.09405121050295895,2.973977468198826,6.541136388011657,Dual Control,0.2118441422119579,Dual Control
181,181,"((0, 1, 0), (1, 0, 0))",68855521.30505441,2.2635738770424747,4.850545056532358,8.999197967722266,0.20892708278886463,Dual Control,0.2118441422119579,Dual Control
182,182,"((0, 1, 0), (1, 0, 0))",7711.576687173928,1.4578278533857114,0.753948096919426,0.25313394308615844,7.752332896350416,Dual Control,0.2118441422119579,Dual Control
183,183,"((0, 0, 1), (0, 0, 1))",43906793.720106415,1.7321687780239252,2.0791040370747886,0.04348701752468642,2.5884606536567705,Open Loop,0.2118441422119579,Dual Control
184,184,"((0, 1, 0), (1, 0, 0))",147862.03503216742,2.4255210300723524,1.0862319491404435,0.49046138913113735,5.516963872072655,Dual Control,0.2118441422119579,Dual Control
185,185,"((0, 1, 0), (0, 0, 1))",23532957.755711567,2.6714320839647225,4.994085598968634,1.100417206611327,2.7192239070190416,Upstream Repression,0.2118441422119579,Dual Control
186,186,"((0, 1, 0), (1, 0, 0))",2443862.879992944,0.8164714235367849,0.43942660595481947,5.355638214217319,4.769859039384745,Dual Control,0.2118441422119579,Dual Control
187,187,"((0, 0, 1), (1, 0, 0))",363890547.7351364,4.986574904063458,4.339682045730745,8.085621962504671,4.445682363611221,Downstream Activation,0.2118441422119579,Dual Control
188,188,"((0, 1, 0), (1, 0, 0))",1783967.0947358254,1.2237266151775756,3.6403389683835923,1.74599174956385,7.1026629377460635,Dual Control,0.2118441422119579,Dual Control
189,189,"((0, 1, 0), (1, 0, 0))",888799.9950138868,1.9317193093810336,4.994704968075837,0.7737619382223596,6.087834414426392,Dual Control,0.2118441422119579,Dual Control
190,190,"((0, 1, 0), (1, 0, 0))",3432531.56297237,1.6916931683104683,0.6058714778770877,4.1356836600578974,8.438842368807709,Dual Control,0.2118441422119579,Dual Control
191,191,"((0, 0, 1), (0, 0, 1))",108526900.09557855,2.723307622347576,2.9955714934061684,9.433810270739698,0.8900111921523104,Open Loop,0.2118441422119579,Dual Control
192,192,"((0, 1, 0), (1, 0, 0))",80.36834439343632,2.5536351818758405,2.1310996144442154,0.01601144152442391,5.3649687287372645,Dual Control,0.2118441422119579,Dual Control
193,193,"((0, 1, 0), (0, 0, 1))",43047946.444387354,1.9862797721286634,3.1439387125040184,5.49725385233429,4.604589987671786,Upstream Repression,0.2118441422119579,Dual Control
194,194,"((0, 1, 0), (1, 0, 0))",264682.7085883534,0.1638701856012985,3.4981713045945857,3.559447892158389,5.0324902704881875,Dual Control,0.2118441422119579,Dual Control
195,195,"((0, 0, 1), (1, 0, 0))",95342500.56948304,2.552541014418509,2.9361312592816096,4.790383798084799,2.2313714399960882,Downstream Activation,0.2118441422119579,Dual Control
196,196,"((0, 1, 0), (1, 0, 0))",498388.4526758277,2.868240232748411,0.3181668534548446,1.0516930695366347,4.022874195914642,Dual Control,0.2118441422119579,Dual Control
197,197,"((0, 1, 0), (1, 0, 0))",57298.64261522039,0.6484118915775554,1.4921863762215986,0.2268245099127642,1.0696450372068482,Dual Control,0.2118441422119579,Dual Control
198,198,"((0, 1, 0), (1, 0, 0))",332635.43102006754,0.3394381176044874,1.3717700610811798,1.326998404206013,2.151091114834698,Dual Control,0.2118441422119579,Dual Control
199,199,"((0, 0, 1), (0, 0, 1))",303550368.2658588,4.554464905001822,1.320199113314977,5.862919897279919,7.607573319705681,Open Loop,0.2118441422119579,Dual Control
200,200,"((0, 1, 0), (1, 0, 0))",14607071.212360866,1.6148333873720517,2.6276282926939105,2.826622922161854,1.5079270522878239,Dual Control,0.2118441422119579,Dual Control
201,201,"((0, 1, 0), (0, 0, 1))",42330308.51595458,2.377274836851312,4.525054579583982,2.5530758478005477,8.272200639455061,Upstream Repression,0.2118441422119579,Dual Control
202,202,"((0, 1, 0), (1, 0, 0))",3118573.745184043,1.3217020760795686,1.7806708845834476,2.036234909175729,3.764906785060507,Dual Control,0.2118441422119579,Dual Control
203,203,"((0, 0, 1), (1, 0, 0))",24937559.937100302,1.3054648893405352,0.9071033203267993,1.4359437177891246,6.777223274510812,Downstream Activation,0.2118441422119579,Dual Control
204,204,"((0, 1, 0), (1, 0, 0))",99333.96291230865,0.5420970696808962,3.062347046177338,0.5796878862975693,4.436837382861507,Dual Control,0.2118441422119579,Dual Control
205,205,"((0, 1, 0), (1, 0, 0))",937513.524967941,4.355889869012051,0.13424809966256668,1.5658471921991834,1.8303038525449855,Dual Control,0.2118441422119579,Dual Control
206,206,"((0, 1, 0), (1, 0, 0))",5527180.766896765,2.7865466088168764,0.5341003860435266,2.5789205286950403,2.5809891423524514,Dual Control,0.2118441422119579,Dual Control
207,207,"((0, 0, 1), (0, 0, 1))",67918258.2675785,2.1543214591643967,4.985671077271116,5.717553825032098,1.1077725915759182,Open Loop,0.2118441422119579,Dual Control
208,208,"((0, 1, 0), (1, 0, 0))",911833.8114197057,2.9753729662228663,0.6644552797554981,0.8747280971618621,2.967714485634498,Dual Control,0.2118441422119579,Dual Control
209,209,"((0, 1, 0), (0, 0, 1))",188928830.92515066,4.947017821836976,3.9037886252674747,5.418013177069609,6.500978698095569,Upstream Repression,0.2118441422119579,Dual Control
