,index,circuit,loss,k1,k2,theta1,theta2,Circuit,best_losses,best_loss_circuit
210,210,"((0, 1, 0), (1, 0, 0))",39415.4870149484,2.1706722071986286,2.2757349912656473,0.3142750531864297,9.094554354143826,Dual Control,0.2118441422119579,Dual Control
211,211,"((0, 0, 1), (1, 0, 0))",148614448.16221341,3.186777874860284,1.6491240737008184,8.37728637225772,3.5148993587041573,Downstream Activation,0.2118441422119579,Dual Control
212,212,"((0, 1, 0), (1, 0, 0))",3709939.131673523,1.7749475665358319,1.297103905650061,2.2860535778753306,4.663809204198241,Dual Control,0.2118441422119579,Dual Control
213,213,"((0, 1, 0), (1, 0, 0))",29674748.74355143,1.999592839261919,4.179555835196269,4.661223580398368,3.4268879949653166,Dual Control,0.2118441422119579,Dual Control
214,214,"((0, 1, 0), (1, 0, 0))",13929020.803984705,3.090477510467619,2.8763203056250184,1.155534928214918,0.7302468803284259,Dual Control,0.2118441422119579,Dual Control
215,215,"((0, 0, 1), (0, 0, 1))",2933271.603219392,0.44777308015555484,0.4920900469299685,7.808798451843043,0.5698571039657621,Open Loop,0.2118441422119579,Dual Control
216,216,"((0, 1, 0), (1, 0, 0))",35125592.793613076,4.797472883208868,4.745566148340166,1.833341531647169,2.8171682685196457,Dual Control,0.2118441422119579,Dual Control
217,217,"((0, 1, 0), (0, 0, 1))",1968743.1008646747,1.031034171375754,1.290289938651787,0.9468434678345732,9.114565651899476,Upstream Repression,0.2118441422119579,Dual Control
218,218,"((0, 1, 0), (1, 0, 0))",61494694.33389653,2.688264869256407,3.332480070587018,9.962887696984062,7.555327405181033,Dual Control,0.2118441422119579,Dual Control
219,219,"((0, 0, 1), (1, 0, 0))",9155050.099967934,0.7910250095332945,2.3911098100036066,7.410354635907407,9.471903097648678,Downstream Activation,0.2118441422119579,Dual Control
220,220,"((0, 1, 0), (1, 0, 0))",133086.67351816944,1.4733025963882251,0.8991385772778662,0.7195800338255073,6.578630142200192,Dual Control,0.2118441422119579,Dual Control
221,221,"((0, 1, 0), (1, 0, 0))",2068.3580006659436,1.129276636925674,1.0205577258869654,0.14101695180710286,6.890670708173526,Dual Control,0.2118441422119579,Dual Control
222,222,"((0, 1, 0), (1, 0, 0))",559.7263504693857,0.003273725906499464,1.6606244403007469,3.351839660910103,0.022680321174695095,Dual Control,0.2118441422119579,Dual Control
223,223,"((0, 0, 1), (0, 0, 1))",265522096.6080873,4.259602807507503,2.7125309824162986,4.297862542752512,7.237810574535956,Open Loop,0.2118441422119579,Dual Control
224,224,"((0, 1, 0), (1, 0, 0))",4350681.417802441,3.6679528452676724,0.23344473035821955,3.881479044116116,5.8132921135567175,Dual Control,0.2118441422119579,Dual Control
225,225,"((0, 1, 0), (0, 0, 1))",2944288.0671863006,0.4541482044495275,2.2270122489686552,8.476099966346476,3.4186395529815705,Upstream Repression,0.2118441422119579,Dual Control
226,226,"((0, 1, 0), (1, 0, 0))",4409517.198344616,0.763172997329091,2.4223923403541985,5.0453577511932055,5.2695694490916845,Dual Control,0.2118441422119579,Dual Control
227,227,"((0, 0, 1), (1, 0, 0))",72138057.54736951,2.2203081562843456,4.8118091815902435,0.5341591044262808,5.655438457710166,Downstream Activation,0.2118441422119579,Dual Control
228,228,"((0, 1, 0), (1, 0, 0))",215458.81997310426,0.9794286940161046,0.42493486182449064,0.5252145710061848,0.4625088383402014,Dual Control,0.2118441422119579,Dual Control
229,229,"((0, 1, 0), (1, 0, 0))",322.5759354292615,2.360798974048915,1.1555999619120607,0.014309243959599352,1.2670507706539387,Dual Control,0.2118441422119579,Dual Control
230,230,"((0, 1, 0), (1, 0, 0))",1668012.4455078184,2.509476490613023,0.8029756793800782,1.4048207987387644,4.194811581114725,Dual Control,0.2118441422119579,Dual Control
231,231,"((0, 0, 1), (0, 0, 1))",17132760.805419315,1.0820805661011281,0.08878324301734786,5.168997846129118,5.9134941906652285,Open Loop,0.2118441422119579,Dual Control
232,232,"((0, 1, 0), (1, 0, 0))",33669650.44871045,4.053291159198792,4.465152280105116,3.132710960760215,6.368210534006842,Dual Control,0.2118441422119579,Dual Control
233,233,"((0, 1, 0), (1, 0, 0))",657642.2194267137,1.836399028255858,2.831678172687886,0.9782055208488603,7.894249203485915,Dual Control,0.2118441422119579,Dual Control
234,234,"((0, 1, 0), (0, 0, 1))",112424830.31355885,4.525571417626706,1.6588020336208253,6.7289659428261634,1.0334180533335875,Upstream Repression,0.2118441422119579,Dual Control
235,235,"((0, 0, 1), (1, 0, 0))",260160596.85875586,4.21636617225278,2.406190585821676,6.444594215489308,0.9599760277592164,Downstream Activation,0.2118441422119579,Dual Control
236,236,"((0, 1, 0), (1, 0, 0))",670392.2185192326,2.2294253713784418,0.03384919676369513,5.910445571738128,3.9543628939737885,Dual Control,0.2118441422119579,Dual Control
237,237,"((0, 1, 0), (1, 0, 0))",3116127.1137104593,3.3488538763613995,1.8952580224660323,1.255749457470635,4.984431030247626,Dual Control,0.2118441422119579,Dual Control
238,238,"((0, 1, 0), (1, 0, 0))",29389850.323819146,2.0471479207319536,2.0717810157560557,8.505597086556808,7.226690008708863,Dual Control,0.2118441422119579,Dual Control
239,239,"((0, 1, 0), (1, 0, 0))",1346298.57837156,1.7008707505031222,0.33829305044592367,2.166235763924413,3.488254247443357,Dual Control,0.2118441422119579,Dual Control
240,240,"((0, 1, 0), (1, 0, 0))",7474772.314246824,1.233893409091652,1.509821821780685,6.726568044154758,9.666399273070834,Dual Control,0.2118441422119579,Dual Control
241,241,"((0, 0, 1), (0, 0, 1))",194142945.76997742,3.6424042309928657,4.516756743959242,1.7144366489483303,1.5582525279355686,Open Loop,0.2118441422119579,Dual Control
242,242,"((0, 1, 0), (0, 0, 1))",93837974.60059178,3.9222489124311988,3.04566910085029,4.1393409786884545,9.417833176001217,Upstream Repression,0.2118441422119579,Dual Control
243,243,"((0, 0, 1), (1, 0, 0))",25568943.154646486,3.482091419929794,0.04705300540472068,9.240371820621966,6.455148927310795,Downstream Activation,0.2118441422119579,Dual Control
244,244,"((0, 1, 0), (1, 0, 0))",8321017.281548048,0.876717924825041,3.8274830641085473,9.563619455124687,8.292357063110586,Dual Control,0.2118441422119579,Dual Control
245,245,"((0, 1, 0), (1, 0, 0))",533827.9798875897,2.639182796888143,4.05730941362754,0.38515359125938864,3.2719113501213384,Dual Control,0.2118441422119579,Dual Control
246,246,"((0, 1, 0), (1, 0, 0))",958949.4112839523,1.5536390069537673,0.6745424564464901,1.736984674528936,5.490882091933625,Dual Control,0.2118441422119579,Dual Control
247,247,"((0, 0, 1), (0, 0, 1))",45847734.28816011,1.7700276255133078,4.113708931164792,2.762746725693184,9.914224311915678,Open Loop,0.2118441422119579,Dual Control
248,248,"((0, 1, 0), (1, 0, 0))",1165876.095362372,1.8939122957471706,4.6937846090124316,0.670180787632722,3.654486886590435,Dual Control,0.2118441422119579,Dual Control
